dataset	design	figure_qps	figure_recall	match_status	ef_search	source_queue_or_lbq	source_config_semantics	source_yaml_ref	source_yaml_sha256	source_stats_ref	source_stats_sha256	source_result_qps	source_result_recall	note	config_path
wiki1m	cpu	2814.399	0.9061	matched_direct	93	NA	cpu	MFANNS/simulator/memory/20260609/002_gt100_cpu_mfnns_ndpet_same_ansmet_ef_nq1000/yamls/wiki1m_normalized_cpu_ef93.yaml	36b202723fb5c2adef2a7523ccf1ecf80a657b39e4dc3422277888bb2e748e1f	MFANNS/simulator/memory/20260609/002_gt100_cpu_mfnns_ndpet_same_ansmet_ef_nq1000/logs/wiki1m_normalized_cpu_ef93_stats.yml	1a333aa5477579cf148efd07812f7fc2c7cf684372ea7329884ed5abdcb95504	2814.398675	0.90610000		simulator/run_case/figure14_recall_gt0895/configs/final/k100/wiki1m/cpu.yaml
wiki1m	ansmet	55685.729	0.9078	matched_direct	93	100	ansmet	MFANNS/simulator/memory/20260605/001_gt100_ansmet_mfnns_nq1000_recall09/yamls_round49_wiki_full_ef93/wiki1m_normalized_ansmet_ef93_q100_pre32.yaml	e9a8d7adb675ab410811132540e3c82c271e60204d1c27a67305bf2a0b1a6441	MFANNS/simulator/memory/20260605/001_gt100_ansmet_mfnns_nq1000_recall09/logs_round49_wiki_full_ef93/wiki1m_normalized_ansmet_ef93_q100_pre32_stats.yml	25c0a6b849d14ae5e77ad336ecbee9eae1e1e32d558d84f42ea46047406d8c6f	55685.728680	0.90780000		simulator/run_case/figure14_recall_gt0895/configs/final/k100/wiki1m/ansmet.yaml
wiki1m	ndp_base	36112.214	0.95454	matched_direct	93	100	ndp_base	MFANNS/simulator/memory/20260611/026_gt100_missing_ndpbase_ndpet_coverage/yamls/wiki1m_normalized_ndp_base_ansmetef93_q100.yaml	133be563dd069790c707a442ac60f28288734fab18badf32e249229e6ba3c9eb	MFANNS/simulator/memory/20260611/026_gt100_missing_ndpbase_ndpet_coverage/logs/wiki1m_normalized_ndp_base_ansmetef93_q100_stats.yml	af9f50d1e928efda9de844e69d7cdb2ea91cc18865d0226197ce089c67684adf	36112.213829	0.95454000		simulator/run_case/figure14_recall_gt0895/configs/final/k100/wiki1m/ndp_base.yaml
wiki1m	ndp_fpma	36112.214	0.95454	figure_copied_from_ndp_base	93	100	derived_ndp_fpma	MFANNS/simulator/memory/20260611/026_gt100_missing_ndpbase_ndpet_coverage/yamls/wiki1m_normalized_ndp_base_ansmetef93_q100.yaml	133be563dd069790c707a442ac60f28288734fab18badf32e249229e6ba3c9eb	MFANNS/simulator/memory/20260611/026_gt100_missing_ndpbase_ndpet_coverage/logs/wiki1m_normalized_ndp_base_ansmetef93_q100_stats.yml	af9f50d1e928efda9de844e69d7cdb2ea91cc18865d0226197ce089c67684adf	36112.213829	0.95454000	Figure value copied from NDP-Base; config derives the established FPMA timing delta and has no direct k100 result.	simulator/run_case/figure14_recall_gt0895/configs/final/k100/wiki1m/ndp_fpma.yaml
wiki1m	ndp_et	176445.652	0.89069	matched_direct	40	128	mfnns_global_rowsweep	MFANNS/simulator/memory/20260611/026_gt100_missing_ndpbase_ndpet_coverage/yamls/wiki1m_normalized_ndp_et_mfnns_near_target_ef40_q128.yaml	1ccc30ba9352eaaa9c71db59eee90351648e13b29565cac743d9f513ff33b7ca	MFANNS/simulator/memory/20260611/026_gt100_missing_ndpbase_ndpet_coverage/logs/wiki1m_normalized_ndp_et_mfnns_near_target_ef40_q128_stats.yml	2f9c27bdd89803f717f49657829b7982348bbe64078f1f39194def2e213743f2	176445.652313	0.89069000	Legacy file is labelled NDP-ET but enables global_coarse_fine_split and rowSweep; preserved exactly to match Figure data.	simulator/run_case/figure14_recall_gt0895/configs/final/k100/wiki1m/ndp_et.yaml
wiki1m	mfnns	205070.417	0.89069	matched_direct	40	128	mfnns_global_rowsweep	MFANNS/simulator/memory/20260611/011_top100_mfnns_best089_nq1000_qlimit1000/yamls/wiki1m_normalized_mfnns_top100_nq1000_qlim1000_ef40_q128.yaml	a8683ae7cfad6f08adfd03890916fbdf1337e364bfb5028e41f09197a8da55bb	MFANNS/simulator/memory/20260611/011_top100_mfnns_best089_nq1000_qlimit1000/logs/wiki1m_normalized_mfnns_top100_nq1000_qlim1000_ef40_q128_stats.yml	06a8367d08ff29f757afa8288396edb8c0bd61597e0b5e1d33f833440537c688	205070.417336	0.89069000		simulator/run_case/figure14_recall_gt0895/configs/final/k100/wiki1m/mfnns.yaml
pubmed	cpu	590.804	0.91101	matched_direct	400	NA	cpu	MFANNS/simulator/memory/20260609/002_gt100_cpu_mfnns_ndpet_same_ansmet_ef_nq1000/yamls/pubmed_raw_cpu_ef400.yaml	712a663d0936d2e301391174ba7145583738ef365010c880b3dd8b5f1fa20945	MFANNS/simulator/memory/20260609/002_gt100_cpu_mfnns_ndpet_same_ansmet_ef_nq1000/logs/pubmed_raw_cpu_ef400_stats.yml	dd94907f55d1291d21a9f585c2d9a1a7da392b7f9523913ed15fb77abdfa67ed	590.804425	0.91101000		simulator/run_case/figure14_recall_gt0895/configs/final/k100/pubmed/cpu.yaml
pubmed	ansmet	8862.53	0.91203	matched_direct	400	100	ansmet	MFANNS/simulator/memory/20260605/001_gt100_ansmet_mfnns_nq1000_recall09/yamls_tune_round17_pubmed_ansmet_formal/pubmed_raw_ansmet_ef400_q100.yaml	c99758cdf116e48e1b29ff0da6676b402e4065547bcccaae55ead637455f8269	MFANNS/simulator/memory/20260605/001_gt100_ansmet_mfnns_nq1000_recall09/logs_tune_round17_pubmed_ansmet_formal/pubmed_raw_ansmet_ef400_q100_stats.yml	5f5399a5b5efd92ac9b097fbdf076bdc30969ed3788acee035020434978e9bf4	8862.530345	0.91203000		simulator/run_case/figure14_recall_gt0895/configs/final/k100/pubmed/ansmet.yaml
pubmed	ndp_base	7663.114	0.90748	matched_direct	400	100	ndp_base	MFANNS/simulator/memory/20260611/026_gt100_missing_ndpbase_ndpet_coverage/yamls/pubmed_raw_ndp_base_ansmetef400_q100.yaml	b54dd17b906e5a2132d8861363b9c170fa272fa1644b39429165fba5a5efe9d9	MFANNS/simulator/memory/20260611/026_gt100_missing_ndpbase_ndpet_coverage/logs/pubmed_raw_ndp_base_ansmetef400_q100_stats.yml	00c86a3c3cefcd1e8e70863281e243c501868ab7d81958c5c56a15d7a64065d5	7663.114248	0.90748000		simulator/run_case/figure14_recall_gt0895/configs/final/k100/pubmed/ndp_base.yaml
pubmed	ndp_fpma	7663.114	0.90748	figure_copied_from_ndp_base	400	100	derived_ndp_fpma	MFANNS/simulator/memory/20260611/026_gt100_missing_ndpbase_ndpet_coverage/yamls/pubmed_raw_ndp_base_ansmetef400_q100.yaml	b54dd17b906e5a2132d8861363b9c170fa272fa1644b39429165fba5a5efe9d9	MFANNS/simulator/memory/20260611/026_gt100_missing_ndpbase_ndpet_coverage/logs/pubmed_raw_ndp_base_ansmetef400_q100_stats.yml	00c86a3c3cefcd1e8e70863281e243c501868ab7d81958c5c56a15d7a64065d5	7663.114248	0.90748000	Figure value copied from NDP-Base; config derives the established FPMA timing delta and has no direct k100 result.	simulator/run_case/figure14_recall_gt0895/configs/final/k100/pubmed/ndp_fpma.yaml
pubmed	ndp_et	15454.458	0.9014	matched_direct	400	800	mfnns_global_rowsweep	MFANNS/simulator/memory/20260611/026_gt100_missing_ndpbase_ndpet_coverage/yamls/pubmed_raw_ndp_et_mfnns_near_target_ef400_q800.yaml	8379d6f4645e1d6469c306a5ed95869e298a6258a18f757fc8d743ce0a2048ed	MFANNS/simulator/memory/20260611/026_gt100_missing_ndpbase_ndpet_coverage/logs/pubmed_raw_ndp_et_mfnns_near_target_ef400_q800_stats.yml	96a251b50a3cd75caa956a67dece7107b3792ac24e6c73ce38090a8c6141f3b8	15454.457944	0.90140000	Legacy file is labelled NDP-ET but enables global_coarse_fine_split and rowSweep; preserved exactly to match Figure data.	simulator/run_case/figure14_recall_gt0895/configs/final/k100/pubmed/ndp_et.yaml
pubmed	mfnns	17108.613	0.9012	matched_direct	400	800	mfnns_global_rowsweep	MFANNS/simulator/memory/20260605/001_gt100_ansmet_mfnns_nq1000_recall09/yamls_tune_round9_pubmed_formal/pubmed_raw_mfnns_ef400_q800.yaml	f48bb51856def59b542803bcf3c76d2131c0db49258533cf9a172ca1cb443ef6	MFANNS/simulator/memory/20260605/001_gt100_ansmet_mfnns_nq1000_recall09/logs_tune_round9_pubmed_formal/pubmed_raw_mfnns_ef400_q800_stats.yml	36bb5c038bac3b8034ffd860fc558edc6b20f715d31fa9f307f51ce9e641955b	17108.612788	0.90120000		simulator/run_case/figure14_recall_gt0895/configs/final/k100/pubmed/mfnns.yaml
