source	dataset	paper_dataset	recall_tag	paper_metric	series	pdf_page_1based	pdf_page_0based	drawing_index	point_index	pdf_x	pdf_y	recall	log10_qps	qps	plot_default
juno++_fig8_vector	sift1m	SIFT1M	r100	R100@1000	JUNO-M	17	16	287	4	134.74209594726562	177.95201110839844	0.9299975419745754	5.649386464176972	446052.999533218	1
juno++_fig8_vector	sift1m	SIFT1M	r100	R100@1000	JUNO-L	17	16	298	0	64.471	153.0393911326736	0.38000344378833695	7.076389555924324	11923110.144012323	1
juno++_fig8_vector	sift1m	SIFT1M	r100	R100@1000	JUNO-L	17	16	298	1	74.69224548339844	154.88868713378906	0.46000254749095437	6.970461270833505	9342460.510940854	1
juno++_fig8_vector	sift1m	SIFT1M	r100	R100@1000	JUNO-L	17	16	298	2	95.13475036621094	158.81602478027344	0.6200008638133246	6.745502074677907	5565472.929464587	1
juno++_fig8_vector	sift1m	SIFT1M	r100	R100@1000	JUNO-L	17	16	298	3	111.74427795410156	163.36477661132812	0.7499994361119088	6.484948069004018	3054555.84122149	1
juno++_fig8_vector	sift1m	SIFT1M	r100	R100@1000	JUNO-L	17	16	298	4	123.2431869506836	167.29714965820312	0.839998489043242	6.25970044345269	1818446.144634672	1
juno++_fig8_vector	sift1m	SIFT1M	r100	R100@1000	JUNO-L	17	16	298	5	127.07615661621094	169.72760009765625	0.8699981733536865	6.120483440390876	1319724.9897538198	1
juno++_fig8_vector	sift1m	SIFT1M	r100	R100@1000	JUNO-L	17	16	298	6	128.35382080078125	171.9611053466797	0.8799981278371762	5.992547522815926	982986.4307272927	1
juno++_fig8_vector	sift1m	SIFT1M	r100	R100@1000	JUNO++ frontier	17	16	305	0	64.471	153.0393911326736	0.38000344378833695	7.076389555924324	11923110.144012323	1
juno++_fig8_vector	sift1m	SIFT1M	r100	R100@1000	JUNO++ frontier	17	16	305	1	74.69224548339844	154.88868713378906	0.46000254749095437	6.970461270833505	9342460.510940854	1
juno++_fig8_vector	sift1m	SIFT1M	r100	R100@1000	JUNO++ frontier	17	16	305	2	95.13475036621094	158.81602478027344	0.6200008638133246	6.745502074677907	5565472.929464587	1
juno++_fig8_vector	sift1m	SIFT1M	r100	R100@1000	JUNO++ frontier	17	16	305	3	111.74427795410156	163.36477661132812	0.7499994361119088	6.484948069004018	3054555.84122149	1
juno++_fig8_vector	sift1m	SIFT1M	r100	R100@1000	JUNO++ frontier	17	16	305	4	123.2431869506836	167.29714965820312	0.839998489043242	6.25970044345269	1818446.144634672	1
juno++_fig8_vector	sift1m	SIFT1M	r100	R100@1000	JUNO++ frontier	17	16	305	5	127.07615661621094	169.72760009765625	0.8699981733536865	6.120483440390876	1319724.9897538198	1
juno++_fig8_vector	sift1m	SIFT1M	r100	R100@1000	JUNO++ frontier	17	16	305	6	128.35382080078125	171.9611053466797	0.8799981278371762	5.992547522815926	982986.4307272927	1
juno++_fig8_vector	sift1m	SIFT1M	r100	R100@1000	JUNO++ frontier	17	16	305	7	129.6314697265625	173.11593627929688	0.8899979628939827	5.926398425976815	844108.7962648731	1
juno++_fig8_vector	sift1m	SIFT1M	r100	R100@1000	JUNO++ frontier	17	16	305	8	130.90911865234375	174.1835479736328	0.8999977979507892	5.865245275883106	733238.5263129169	1
juno++_fig8_vector	sift1m	SIFT1M	r100	R100@1000	JUNO++ frontier	17	16	305	9	133.97549438476562	176.09942626953125	0.9239975453991447	5.75550313497931	569512.335170134	1
juno++_fig8_vector	sift1m	SIFT1M	r100	R100@1000	JUNO++ frontier	17	16	305	10	134.74209594726562	177.95201110839844	0.9299975419745754	5.649386464176972	446052.999533218	1
juno++_fig8_vector	sift1m	SIFT1M	r100	R100@1000	JUNO++ frontier	17	16	305	11	139.2138671875	182.6082763671875	0.9649969646733978	5.382674053890048	241364.86661490533	1
juno++_fig8_vector	sift1m	SIFT1M	r100	R100@1000	JUNO++ frontier	17	16	305	12	141.13037109375	186.1314697265625	0.9799969561119743	5.180864375841299	151657.6687582027	1
juno++_fig8_vector	sift1m	SIFT1M	r100	R100@1000	JUNO++ frontier	17	16	305	13	142.4080352783203	187.58721923828125	0.9899969105954642	5.097478563507769	125163.74914971564	1
juno++_fig8_vector	t2i1m	TTI1M	r1	R1@100	PQ40	17	16	566	0	256.871	92.65804786057414	0.38000344378833995	6.179872774005296	1513117.9176078856	0
juno++_fig8_vector	t2i1m	TTI1M	r1	R1@100	PQ40	17	16	566	1	273.63385009765625	93.34762573242188	0.5112020325994513	6.148365777832871	1407232.2448196716	0
juno++_fig8_vector	t2i1m	TTI1M	r1	R1@100	PQ40	17	16	566	2	290.7288818359375	94.43832397460938	0.6450005231113514	6.098531485369583	1254675.6957165343	0
juno++_fig8_vector	t2i1m	TTI1M	r1	R1@100	PQ40	17	16	566	3	305.4858093261719	98.66053009033203	0.7604992629215552	5.9056177661824965	804669.9186218092	0
juno++_fig8_vector	t2i1m	TTI1M	r1	R1@100	PQ40	17	16	566	4	315.6431884765625	104.5495376586914	0.8399985009859094	5.636547445787052	433059.376008041	0
juno++_fig8_vector	t2i1m	TTI1M	r1	R1@100	PQ40	17	16	566	5	322.9258117675781	110.245849609375	0.896997751892399	5.376281439358767	237838.1068810696	0
juno++_fig8_vector	t2i1m	TTI1M	r1	R1@100	PQ40	17	16	566	6	327.46148681640625	116.0891342163086	0.9324973335414184	5.109300213218585	128617.54426886515	0
juno++_fig8_vector	t2i1m	TTI1M	r1	R1@100	PQ40	17	16	566	7	329.9401550292969	122.31224060058594	0.9518972428508545	4.824964829160159	66828.97946955946	0
juno++_fig8_vector	t2i1m	TTI1M	r1	R1@100	PQ40	17	16	566	8	331.0517272949219	128.855712890625	0.960597237885229	4.5259918417523615	33573.13074511661	0
juno++_fig8_vector	t2i1m	TTI1M	r1	R1@100	PQ40	17	16	566	9	331.3839111328125	135.3374786376953	0.9631971567834599	4.22983824268706	16976.11242450249	0
juno++_fig8_vector	t2i1m	TTI1M	r1	R1@100	PQ20	17	16	576	0	256.871	95.56403551623922	0.38000344378833995	6.0470974259524075	1114544.533047132	0
juno++_fig8_vector	t2i1m	TTI1M	r1	R1@100	PQ20	17	16	576	1	271.3724060058594	95.25050354003906	0.4935022815552983	6.061422785244464	1151921.237457867	0
juno++_fig8_vector	t2i1m	TTI1M	r1	R1@100	PQ20	17	16	576	2	285.6821594238281	94.67921447753906	0.6055011029809563	6.087525134290709	1223277.912795362	0
juno++_fig8_vector	t2i1m	TTI1M	r1	R1@100	PQ20	17	16	576	3	296.4911193847656	97.56037139892578	0.6901000992810598	5.955884309084051	903408.7842448702	0
juno++_fig8_vector	t2i1m	TTI1M	r1	R1@100	PQ20	17	16	576	4	302.4705505371094	99.71983337402344	0.736899594862684	5.857217917713937	719810.0694380492	0
juno++_fig8_vector	t2i1m	TTI1M	r1	R1@100	PQ20	17	16	576	5	306.2012939453125	106.2892837524414	0.7660991801075012	5.557057984546225	360626.78865942016	0
juno++_fig8_vector	t2i1m	TTI1M	r1	R1@100	PQ20	17	16	576	6	308.1560974121094	111.07600402832031	0.7813989325214823	5.338351463400944	217947.28504066006	0
juno++_fig8_vector	t2i1m	TTI1M	r1	R1@100	PQ20	17	16	576	7	308.603271484375	116.59942626953125	0.7848988509060282	5.085984833731966	121894.70305733103	0
juno++_fig8_vector	t2i1m	TTI1M	r1	R1@100	PQ20	17	16	576	8	308.85882568359375	122.72188568115234	0.7868990090000827	4.806248036594186	64010.030862917025	0
juno++_fig8_vector	t2i1m	TTI1M	r1	R1@100	+HNSW	17	16	586	0	256.871	92.302847531873	0.38000344378833995	6.1961019713936105	1570731.565372682	1
juno++_fig8_vector	t2i1m	TTI1M	r1	R1@100	+HNSW	17	16	586	1	273.63385009765625	93.21087646484375	0.5112020325994513	6.15461388820019	1427624.1573459797	1
juno++_fig8_vector	t2i1m	TTI1M	r1	R1@100	+HNSW	17	16	586	2	290.7288818359375	95.14498901367188	0.6450005231113514	6.066243771987381	1164779.6434593091	1
juno++_fig8_vector	t2i1m	TTI1M	r1	R1@100	+HNSW	17	16	586	3	305.4858093261719	99.10694885253906	0.7604992629215552	5.885220774332298	767751.6780371976	1
juno++_fig8_vector	t2i1m	TTI1M	r1	R1@100	+HNSW	17	16	586	4	315.6431884765625	104.1318588256836	0.8399985009859094	5.655631302636486	452513.25247067626	1
juno++_fig8_vector	t2i1m	TTI1M	r1	R1@100	+HNSW	17	16	586	5	322.9258117675781	110.05148315429688	0.896997751892399	5.3851620943307505	242751.59623433521	1
juno++_fig8_vector	t2i1m	TTI1M	r1	R1@100	+HNSW	17	16	586	6	327.46148681640625	116.23228454589844	0.9324973335414184	5.102759636627311	126695.0469022895	1
juno++_fig8_vector	t2i1m	TTI1M	r1	R1@100	+HNSW	17	16	586	7	329.9401550292969	122.09497833251953	0.9518972428508545	4.8348915999105575	68374.09639423693	1
juno++_fig8_vector	t2i1m	TTI1M	r1	R1@100	+HNSW	17	16	586	8	331.0517272949219	128.7862091064453	0.960597237885229	4.529167488117363	33819.52379609954	1
juno++_fig8_vector	t2i1m	TTI1M	r1	R1@100	+HNSW	17	16	586	9	331.3839111328125	135.34893798828125	0.9631971567834599	4.229314661914257	16955.65853727712	1
juno++_fig8_vector	t2i1m	TTI1M	r1	R1@100	JUNO-H	17	16	596	0	313.0878601074219	102.53508758544922	0.8199985920189297	5.728588204834489	535288.8594373103	1
juno++_fig8_vector	t2i1m	TTI1M	r1	R1@100	JUNO-H	17	16	596	1	323.3091125488281	111.13207244873047	0.8999977501801142	5.335789682376093	216665.45957386066	1
juno++_fig8_vector	t2i1m	TTI1M	r1	R1@100	JUNO-H	17	16	596	2	327.14208984375	113.6987075805664	0.9299974942039	5.218519441296457	165393.8822081507	1
juno++_fig8_vector	t2i1m	TTI1M	r1	R1@100	JUNO-H	17	16	596	3	328.41973876953125	114.81868743896484	0.9399973292607064	5.1673472640089235	147010.13080551382	1
juno++_fig8_vector	t2i1m	TTI1M	r1	R1@100	JUNO-H	17	16	596	4	329.6973876953125	116.99745178222656	0.9499971643175129	5.067798942309123	116895.80937281811	1
juno++_fig8_vector	t2i1m	TTI1M	r1	R1@100	JUNO-H	17	16	596	5	330.9750671386719	119.46784973144531	0.9599972382276858	4.954925803671652	90141.71233204157	1
juno++_fig8_vector	t2i1m	TTI1M	r1	R1@100	JUNO-L	17	16	609	0	268.3699035644531	82.0352783203125	0.47000245420377307	6.665229936567317	4626258.931609023	1
juno++_fig8_vector	t2i1m	TTI1M	r1	R1@100	JUNO-L	17	16	609	1	284.97943115234375	86.94183349609375	0.6000010265023563	6.441048127007648	2760883.790831213	1
juno++_fig8_vector	t2i1m	TTI1M	r1	R1@100	JUNO-L	17	16	609	2	292.6453857421875	91.63441467285156	0.6600005145499279	6.226642846312175	1685166.6135349595	1
juno++_fig8_vector	t2i1m	TTI1M	r1	R1@100	JUNO-L	17	16	609	3	296.47833251953125	95.37034606933594	0.6900000197203469	6.055947148241014	1137488.8499296603	1
juno++_fig8_vector	t2i1m	TTI1M	r1	R1@100	JUNO-L	17	16	609	4	304.144287109375	98.31050872802734	0.7499995077679185	5.921610335220205	834853.6211032858	1
juno++_fig8_vector	t2i1m	TTI1M	r1	R1@100	JUNO-L	17	16	609	5	309.2548828125	102.30244445800781	0.7899988479951439	5.739217731136134	548551.9094595393	1
juno++_fig8_vector	t2i1m	TTI1M	r1	R1@100	JUNO++ frontier	17	16	616	0	268.3699035644531	82.0352783203125	0.47000245420377307	6.665229936567317	4626258.931609023	1
juno++_fig8_vector	t2i1m	TTI1M	r1	R1@100	JUNO++ frontier	17	16	616	1	284.97943115234375	86.94183349609375	0.6000010265023563	6.441048127007648	2760883.790831213	1
juno++_fig8_vector	t2i1m	TTI1M	r1	R1@100	JUNO++ frontier	17	16	616	2	292.6453857421875	91.63441467285156	0.6600005145499279	6.226642846312175	1685166.6135349595	1
juno++_fig8_vector	t2i1m	TTI1M	r1	R1@100	JUNO++ frontier	17	16	616	3	296.47833251953125	95.37034606933594	0.6900000197203469	6.055947148241014	1137488.8499296603	1
juno++_fig8_vector	t2i1m	TTI1M	r1	R1@100	JUNO++ frontier	17	16	616	4	304.144287109375	98.31050872802734	0.7499995077679185	5.921610335220205	834853.6211032858	1
juno++_fig8_vector	t2i1m	TTI1M	r1	R1@100	JUNO++ frontier	17	16	616	5	313.0878601074219	102.53508758544922	0.8199985920189297	5.728588204834489	535288.8594373103	1
juno++_fig8_vector	t2i1m	TTI1M	r1	R1@100	JUNO++ frontier	17	16	616	6	323.3091125488281	111.13207244873047	0.8999977501801142	5.335789682376093	216665.45957386066	1
juno++_fig8_vector	t2i1m	TTI1M	r1	R1@100	JUNO++ frontier	17	16	616	7	327.14208984375	113.6987075805664	0.9299974942039	5.218519441296457	165393.8822081507	1
juno++_fig8_vector	t2i1m	TTI1M	r1	R1@100	JUNO++ frontier	17	16	616	8	328.41973876953125	114.81868743896484	0.9399973292607064	5.1673472640089235	147010.13080551382	1
juno++_fig8_vector	t2i1m	TTI1M	r1	R1@100	JUNO++ frontier	17	16	616	9	329.6973876953125	116.99745178222656	0.9499971643175129	5.067798942309123	116895.80937281811	1
juno++_fig8_vector	t2i1m	TTI1M	r1	R1@100	JUNO++ frontier	17	16	616	10	330.9750671386719	119.46784973144531	0.9599972382276858	4.954925803671652	90141.71233204157	1
juno++_fig8_vector	t2i1m	TTI1M	r100	R100@1000	PQ40	17	16	519	0	256.871	158.36696597166852	0.38000344378833995	6.147612105469085	1404792.2591516962	0
juno++_fig8_vector	t2i1m	TTI1M	r100	R100@1000	PQ40	17	16	519	1	274.0299072265625	159.1900634765625	0.5143018715945129	6.098544020103295	1254711.9090541604	0
juno++_fig8_vector	t2i1m	TTI1M	r100	R100@1000	PQ40	17	16	519	2	291.0610656738281	162.42611694335938	0.6476004420095822	5.9056301225238155	804692.8130356756	0
juno++_fig8_vector	t2i1m	TTI1M	r100	R100@1000	PQ40	17	16	519	3	305.5113830566406	166.93971252441406	0.7606994220429806	5.6365569058502185	433068.80927012954	0
juno++_fig8_vector	t2i1m	TTI1M	r100	R100@1000	PQ40	17	16	519	4	316.5503234863281	171.30563354492188	0.8470984173157132	5.376287151585615	237841.2351597167	0
juno++_fig8_vector	t2i1m	TTI1M	r100	R100@1000	PQ40	17	16	519	5	324.17791748046875	175.78414916992188	0.9067976666811466	5.109305189311508	128619.01796135961	0
juno++_fig8_vector	t2i1m	TTI1M	r100	R100@1000	PQ40	17	16	519	6	328.7008056640625	180.55380249023438	0.942197168769453	4.824967361903742	66829.36920778894	0
juno++_fig8_vector	t2i1m	TTI1M	r100	R100@1000	PQ40	17	16	519	7	331.0517272949219	185.56900024414062	0.960597237885229	4.525991663336075	33573.116952650154	0
juno++_fig8_vector	t2i1m	TTI1M	r100	R100@1000	PQ40	17	16	519	8	332.04827880859375	190.53689575195312	0.968396994579922	4.2298358380343615	16976.018429429478	0
juno++_fig8_vector	t2i1m	TTI1M	r100	R100@1000	PQ20	17	16	528	0	256.871	159.8058045783103	0.38000344378833995	6.061837266937184	1153021.132094165	0
juno++_fig8_vector	t2i1m	TTI1M	r100	R100@1000	PQ20	17	16	528	1	273.9915771484375	159.3746795654297	0.5140018717657411	6.087538327637249	1223315.0750786462	0
juno++_fig8_vector	t2i1m	TTI1M	r100	R100@1000	PQ20	17	16	528	2	290.3072509765625	161.5829315185547	0.6417005249948649	5.955895727944201	903432.5377914013	0
juno++_fig8_vector	t2i1m	TTI1M	r100	R100@1000	PQ20	17	16	528	3	302.4705505371094	163.238037109375	0.736899594862684	5.85722836236857	719827.3808668039	0
juno++_fig8_vector	t2i1m	TTI1M	r100	R100@1000	PQ20	17	16	528	4	310.08538818359375	168.27313232421875	0.7964990035207717	5.55706649775613	360633.8578757421	0
juno++_fig8_vector	t2i1m	TTI1M	r100	R100@1000	PQ20	17	16	528	5	314.13555908203125	171.94189453125	0.8281986669564738	5.338357127248958	217950.12741697032	0
juno++_fig8_vector	t2i1m	TTI1M	r100	R100@1000	PQ20	17	16	528	6	315.82208251953125	176.17526245117188	0.8413986594224212	5.085989385584778	121895.9806458745	0
juno++_fig8_vector	t2i1m	TTI1M	r100	R100@1000	PQ20	17	16	528	7	316.4097900390625	180.86778259277344	0.8459984975613397	4.8062497708735865	64010.286476341105	0
juno++_fig8_vector	t2i1m	TTI1M	r100	R100@1000	PQ20	17	16	528	8	316.5503234863281	185.79489135742188	0.8470984173157132	4.512525404036353	32548.082192737926	0
juno++_fig8_vector	t2i1m	TTI1M	r100	R100@1000	+HNSW	17	16	537	0	256.871	158.27210587889155	0.38000344378833995	6.15326708935922	1423203.782636707	1
juno++_fig8_vector	t2i1m	TTI1M	r100	R100@1000	+HNSW	17	16	537	1	274.0299072265625	159.731689453125	0.5143018715945129	6.066255561571618	1164811.2636034498	1
juno++_fig8_vector	t2i1m	TTI1M	r100	R100@1000	+HNSW	17	16	537	2	291.0610656738281	162.768310546875	0.6476004420095822	5.885230613536002	767769.0721120496	1
juno++_fig8_vector	t2i1m	TTI1M	r100	R100@1000	+HNSW	17	16	537	3	305.5113830566406	166.61959838867188	0.7606994220429806	5.655640170768409	452522.4927174645	1
juno++_fig8_vector	t2i1m	TTI1M	r100	R100@1000	+HNSW	17	16	537	4	316.5503234863281	171.1566619873047	0.8470984173157132	5.385167933100286	242754.8598727456	1
juno++_fig8_vector	t2i1m	TTI1M	r100	R100@1000	+HNSW	17	16	537	5	324.17791748046875	175.89385986328125	0.9067976666811466	5.102764902607577	126696.58313562765	1
juno++_fig8_vector	t2i1m	TTI1M	r100	R100@1000	+HNSW	17	16	537	6	328.7008056640625	180.38729858398438	0.942197168769453	4.834893315799889	68374.36653953967	1
juno++_fig8_vector	t2i1m	TTI1M	r100	R100@1000	+HNSW	17	16	537	7	331.0517272949219	185.51573181152344	0.960597237885229	4.529167204488152	33819.501709238866	1
juno++_fig8_vector	t2i1m	TTI1M	r100	R100@1000	+HNSW	17	16	537	8	332.04827880859375	190.54566955566406	0.968396994579922	4.229312797025354	16955.58572872699	1
juno++_fig8_vector	t2i1m	TTI1M	r100	R100@1000	JUNO-H	17	16	546	0	300.3113098144531	165.395751953125	0.7199997637441327	5.7285984788874025	535301.5228519908	1
juno++_fig8_vector	t2i1m	TTI1M	r100	R100@1000	JUNO-H	17	16	546	1	316.92083740234375	171.98484802246094	0.8499983360427155	5.335796500396167	216668.8610470777	1
juno++_fig8_vector	t2i1m	TTI1M	r100	R100@1000	JUNO-H	17	16	546	2	319.47613525390625	173.95204162597656	0.8699980061563284	5.218524338721021	165395.74732194428	1
juno++_fig8_vector	t2i1m	TTI1M	r100	R100@1000	JUNO-H	17	16	546	3	324.5867919921875	174.8104248046875	0.9099978240902875	5.167352735309381	147011.98287063552	1
juno++_fig8_vector	t2i1m	TTI1M	r100	R100@1000	JUNO-H	17	16	546	4	329.0585632324219	176.4803466796875	0.9449972467891097	5.067802112655931	116896.66271455804	1
juno++_fig8_vector	t2i1m	TTI1M	r100	R100@1000	JUNO-H	17	16	546	5	330.9750671386719	178.37371826171875	0.9599972382276858	4.954930772548742	90142.74367291796	1
juno++_fig8_vector	t2i1m	TTI1M	r100	R100@1000	JUNO-L	17	16	558	0	274.7581787109375	149.683837890625	0.5200018683411718	6.665247582905739	4626446.910486705	1
juno++_fig8_vector	t2i1m	TTI1M	r100	R100@1000	JUNO-L	17	16	558	1	288.8124084472656	153.44442749023438	0.6300007705261421	6.441064019716473	2760984.8253293824	1
juno++_fig8_vector	t2i1m	TTI1M	r100	R100@1000	JUNO-L	17	16	558	2	293.92303466796875	157.04104614257812	0.6700003496067344	6.226655410758145	1685215.36730004	1
juno++_fig8_vector	t2i1m	TTI1M	r100	R100@1000	JUNO-L	17	16	558	3	296.47833251953125	159.9044189453125	0.6900000197203469	6.055958475968209	1137518.519501714	1
juno++_fig8_vector	t2i1m	TTI1M	r100	R100@1000	JUNO-L	17	16	558	4	299.0336608886719	162.15786743164062	0.7099999286873262	5.92162153285137	834875.1468279584	1
juno++_fig8_vector	t2i1m	TTI1M	r100	R100@1000	JUNO-L	17	16	558	5	309.2548828125	165.21746826171875	0.7899988479951439	5.739226672190426	548563.2029092528	1
juno++_fig8_vector	t2i1m	TTI1M	r100	R100@1000	JUNO++ frontier	17	16	565	0	274.7581787109375	149.683837890625	0.5200018683411718	6.665247582905739	4626446.910486705	1
juno++_fig8_vector	t2i1m	TTI1M	r100	R100@1000	JUNO++ frontier	17	16	565	1	288.8124084472656	153.44442749023438	0.6300007705261421	6.441064019716473	2760984.8253293824	1
juno++_fig8_vector	t2i1m	TTI1M	r100	R100@1000	JUNO++ frontier	17	16	565	2	293.92303466796875	157.04104614257812	0.6700003496067344	6.226655410758145	1685215.36730004	1
juno++_fig8_vector	t2i1m	TTI1M	r100	R100@1000	JUNO++ frontier	17	16	565	3	296.47833251953125	159.9044189453125	0.6900000197203469	6.055958475968209	1137518.519501714	1
juno++_fig8_vector	t2i1m	TTI1M	r100	R100@1000	JUNO++ frontier	17	16	565	4	299.0336608886719	162.15786743164062	0.7099999286873262	5.92162153285137	834875.1468279584	1
juno++_fig8_vector	t2i1m	TTI1M	r100	R100@1000	JUNO++ frontier	17	16	565	5	309.2548828125	165.395751953125	0.7899988479951439	5.7285984788874025	535301.5228519908	1
juno++_fig8_vector	t2i1m	TTI1M	r100	R100@1000	JUNO++ frontier	17	16	565	6	316.92083740234375	171.98484802246094	0.8499983360427155	5.335796500396167	216668.8610470777	1
juno++_fig8_vector	t2i1m	TTI1M	r100	R100@1000	JUNO++ frontier	17	16	565	7	319.47613525390625	173.95204162597656	0.8699980061563284	5.218524338721021	165395.74732194428	1
juno++_fig8_vector	t2i1m	TTI1M	r100	R100@1000	JUNO++ frontier	17	16	565	8	324.5867919921875	174.8104248046875	0.9099978240902875	5.167352735309381	147011.98287063552	1
juno++_fig8_vector	t2i1m	TTI1M	r100	R100@1000	JUNO++ frontier	17	16	565	9	329.0585632324219	176.4803466796875	0.9449972467891097	5.067802112655931	116896.66271455804	1
juno++_fig8_vector	t2i1m	TTI1M	r100	R100@1000	JUNO++ frontier	17	16	565	10	330.9750671386719	178.37371826171875	0.9599972382276858	4.954930772548742	90142.74367291796	1
