panel,dataset,recall_tag,paper_metric,frontier_rank,case_name,group_tag,recall,qps_2p4ghz,s_mem_cycle,plot_input,point_within_xlim,data_status,source_experiment,test_record_ref,yaml_generator_ref,result_summarizer_ref,final_selection_script_ref,rtc_extraction_script_ref,case_manifest_ref,yaml_ref,yaml_sha256,stats_ref,stats_sha256,yaml_ef_search,yaml_queue_size,yaml_warmup_size,yaml_gt_k,yaml_k_neighbors,yaml_n_query_limit,yaml_n_parallel_query,yaml_mfnns_enable,yaml_early_exit_enable,yaml_lb_et_enable,yaml_row_policy,stats_recall,stats_mem_cycle,stats_num_query
SIFT1M Recall@100,sift1m,r100,R100@1000,23,sift1m_r100_mfnns_lbqfill_ef006_q096,lbqfill,0.60455,3193944.282,751422,1,1,measured_completed_simulator,20260613/006_mfnns_ansmet_lbq_juno_focused,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/TEST_RECORD.md,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/generate_submit_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,figure/evaluation/RTC/extract_rtc_data.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/case_manifest.tsv,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/yamls/sift1m_r100_mfnns_lbqfill_ef006_q096.yaml,7cbcbccc0d1a9867e53c1e59baa911acaf94b651a6e9c917b4184442ec2ee29a,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/logs/sift1m_r100_mfnns_lbqfill_ef006_q096_stats.yml,2569285d1dada737d0418c8e7d94c9dc2726251b61e1481c7c6f9f841889b6fb,6,96,95,100,100,1000,1000,1,0,1,OpenRowPolicy,0.60455,751422,1000
SIFT1M Recall@100,sift1m,r100,R100@1000,24,sift1m_r100_mfnns_lbqfill_ef006_q192,lbqfill,0.60709,3057239.16,785022,1,1,measured_completed_simulator,20260613/006_mfnns_ansmet_lbq_juno_focused,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/TEST_RECORD.md,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/generate_submit_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,figure/evaluation/RTC/extract_rtc_data.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/case_manifest.tsv,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/yamls/sift1m_r100_mfnns_lbqfill_ef006_q192.yaml,9aaaa36d99c9b896251556a066d5005b4bd014f9f48dc0cf86412d12dcd854a7,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/logs/sift1m_r100_mfnns_lbqfill_ef006_q192_stats.yml,3e5dd78eed7976dde8415119bf36c93be4b48fbb516a3c06beeef1b44d08a2e8,6,192,191,100,100,1000,1000,1,0,1,OpenRowPolicy,0.60709,785022,1000
SIFT1M Recall@100,sift1m,r100,R100@1000,25,sift1m_r100_mfnns_lowef_ef006_q001,lowef,0.6105,2918919.708,822222,1,1,measured_completed_simulator,20260612/003_sift_mfnns_lowef_subef_pareto,simulator/memory/20260612/003_sift_mfnns_lowef_subef_pareto/TEST_RECORD.md,simulator/memory/20260612/003_sift_mfnns_lowef_subef_pareto/scripts/generate_submit_sift_mfnns_refine.py,simulator/memory/20260612/003_sift_mfnns_lowef_subef_pareto/scripts/summarize_sift_mfnns_refine.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,figure/evaluation/RTC/extract_rtc_data.py,simulator/memory/20260612/003_sift_mfnns_lowef_subef_pareto/case_manifest.tsv,simulator/memory/20260612/003_sift_mfnns_lowef_subef_pareto/yamls/sift1m_r100_mfnns_lowef_ef006_q001.yaml,d56e3507358a11b9f4c72345b24da857c6f9c19fd4fd0ed0bb2c608ca4b058f9,simulator/memory/20260612/003_sift_mfnns_lowef_subef_pareto/logs/sift1m_r100_mfnns_lowef_ef006_q001_stats.yml,6c392d76931f0fcbe2315c30a183527b5382ccd0ecf2e49db179eedc8d797e04,6,1,0,100,100,1000,1000,1,0,1,OpenRowPolicy,0.6105,822222,1000
SIFT1M Recall@100,sift1m,r100,R100@1000,26,sift1m_r100_mfnns_lbqfill_ef008_q064,lbqfill,0.67591,2827364.649,848847,1,1,measured_completed_simulator,20260613/006_mfnns_ansmet_lbq_juno_focused,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/TEST_RECORD.md,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/generate_submit_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,figure/evaluation/RTC/extract_rtc_data.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/case_manifest.tsv,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/yamls/sift1m_r100_mfnns_lbqfill_ef008_q064.yaml,b0b251c4f64c76c172698ac2c26963530e5fb7530275d7f2bd144d1d90f0bf4b,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/logs/sift1m_r100_mfnns_lbqfill_ef008_q064_stats.yml,c13b71bd17577502f6827efb3aac76b9ba095094d4142aca5c78c4461d6de04a,8,64,63,100,100,1000,1000,1,0,1,OpenRowPolicy,0.67591,848847,1000
SIFT1M Recall@100,sift1m,r100,R100@1000,27,sift1m_r100_mfnns_lowef_ef008_q032,lowef,0.67595,2788194.783,860772,1,1,measured_completed_simulator,20260612/003_sift_mfnns_lowef_subef_pareto,simulator/memory/20260612/003_sift_mfnns_lowef_subef_pareto/TEST_RECORD.md,simulator/memory/20260612/003_sift_mfnns_lowef_subef_pareto/scripts/generate_submit_sift_mfnns_refine.py,simulator/memory/20260612/003_sift_mfnns_lowef_subef_pareto/scripts/summarize_sift_mfnns_refine.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,figure/evaluation/RTC/extract_rtc_data.py,simulator/memory/20260612/003_sift_mfnns_lowef_subef_pareto/case_manifest.tsv,simulator/memory/20260612/003_sift_mfnns_lowef_subef_pareto/yamls/sift1m_r100_mfnns_lowef_ef008_q032.yaml,dce85f04463e1067f7e869e243811bd3c6d4438718537a742b44491fd7aa24fb,simulator/memory/20260612/003_sift_mfnns_lowef_subef_pareto/logs/sift1m_r100_mfnns_lowef_ef008_q032_stats.yml,4db86a86e9dc2ff307c358f349df6c23ee258d078fb7aee4d74467e4256cf75b,8,32,31,100,100,1000,1000,1,0,1,OpenRowPolicy,0.67595,860772,1000
SIFT1M Recall@100,sift1m,r100,R100@1000,28,sift1m_r100_mfnns_lbqfill_ef008_q128,lbqfill,0.67777,2694745.919,890622,1,1,measured_completed_simulator,20260613/006_mfnns_ansmet_lbq_juno_focused,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/TEST_RECORD.md,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/generate_submit_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,figure/evaluation/RTC/extract_rtc_data.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/case_manifest.tsv,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/yamls/sift1m_r100_mfnns_lbqfill_ef008_q128.yaml,9905a57f1fca7039b29d38d9367093380dd61609836cacd5033c556aa94884e1,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/logs/sift1m_r100_mfnns_lbqfill_ef008_q128_stats.yml,6afae4226466a9378ba1a2912da4aae6adc836f3181c5464332b7bd31ee90515,8,128,127,100,100,1000,1000,1,0,1,OpenRowPolicy,0.67777,890622,1000
SIFT1M Recall@100,sift1m,r100,R100@1000,29,sift1m_r100_mfnns_lbqfill_ef008_q256,lbqfill,0.68174,2609909.828,919572,1,1,measured_completed_simulator,20260613/006_mfnns_ansmet_lbq_juno_focused,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/TEST_RECORD.md,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/generate_submit_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,figure/evaluation/RTC/extract_rtc_data.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/case_manifest.tsv,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/yamls/sift1m_r100_mfnns_lbqfill_ef008_q256.yaml,a367fafec80bd1a26dfebb0e3412e9ffcfcde07b1aa8cd73b5c94b5d868bb09e,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/logs/sift1m_r100_mfnns_lbqfill_ef008_q256_stats.yml,c417e4a5509b05feac7b9d6ee36cbaf5302e90522e98673d4db1466b6c31c7c5,8,256,255,100,100,1000,1000,1,0,1,OpenRowPolicy,0.68174,919572,1000
SIFT1M Recall@100,sift1m,r100,R100@1000,30,sift1m_r100_mfnns_lowef_ef008_q001,lowef,0.68437,2499031.625,960372,1,1,measured_completed_simulator,20260612/003_sift_mfnns_lowef_subef_pareto,simulator/memory/20260612/003_sift_mfnns_lowef_subef_pareto/TEST_RECORD.md,simulator/memory/20260612/003_sift_mfnns_lowef_subef_pareto/scripts/generate_submit_sift_mfnns_refine.py,simulator/memory/20260612/003_sift_mfnns_lowef_subef_pareto/scripts/summarize_sift_mfnns_refine.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,figure/evaluation/RTC/extract_rtc_data.py,simulator/memory/20260612/003_sift_mfnns_lowef_subef_pareto/case_manifest.tsv,simulator/memory/20260612/003_sift_mfnns_lowef_subef_pareto/yamls/sift1m_r100_mfnns_lowef_ef008_q001.yaml,b5b37c5a1e5016f56b9838ed38c2d794d0724ad8af63ef227f2017305397fac9,simulator/memory/20260612/003_sift_mfnns_lowef_subef_pareto/logs/sift1m_r100_mfnns_lowef_ef008_q001_stats.yml,16ac51d6a5655fb9297a2c23c59fe2605cf14783a6646f6d2f3d162754ab62f2,8,1,0,100,100,1000,1000,1,0,1,OpenRowPolicy,0.68437,960372,1000
SIFT1M Recall@100,sift1m,r100,R100@1000,31,sift1m_r100_mfnns_lbqfill_ef010_q080,lbqfill,0.72682,2416743.197,993072,1,1,measured_completed_simulator,20260613/006_mfnns_ansmet_lbq_juno_focused,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/TEST_RECORD.md,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/generate_submit_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,figure/evaluation/RTC/extract_rtc_data.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/case_manifest.tsv,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/yamls/sift1m_r100_mfnns_lbqfill_ef010_q080.yaml,cf30eeb3c4a16dc9a44055c9ec7da33744d9f484534aac513ddd5c36b60df36a,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/logs/sift1m_r100_mfnns_lbqfill_ef010_q080_stats.yml,cbced8ba0cc11cdbbdda8cdca19e7d96c7ab0c45eb7f48c2aea87965797e1db5,10,80,79,100,100,1000,1000,1,0,1,OpenRowPolicy,0.72682,993072,1000
SIFT1M Recall@100,sift1m,r100,R100@1000,32,sift1m_r100_mfnns_lbqfill_ef010_q160,lbqfill,0.72937,2355892.972,1018722,1,1,measured_completed_simulator,20260613/006_mfnns_ansmet_lbq_juno_focused,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/TEST_RECORD.md,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/generate_submit_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,figure/evaluation/RTC/extract_rtc_data.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/case_manifest.tsv,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/yamls/sift1m_r100_mfnns_lbqfill_ef010_q160.yaml,e0dee2b096c703118cf0f7c79a1a53678b1213104cf5bdb25f830c71beb9e915,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/logs/sift1m_r100_mfnns_lbqfill_ef010_q160_stats.yml,d282dbb870829ed7d238dbb69b04935e76e243e394a1fa363412838870f8fe34,10,160,159,100,100,1000,1000,1,0,1,OpenRowPolicy,0.72937,1018722,1000
SIFT1M Recall@100,sift1m,r100,R100@1000,33,sift1m_r100_mfnns_subef_ef010_q001,subef,0.73563,2167293.376,1107372,1,1,measured_completed_simulator,20260612/003_sift_mfnns_lowef_subef_pareto,simulator/memory/20260612/003_sift_mfnns_lowef_subef_pareto/TEST_RECORD.md,simulator/memory/20260612/003_sift_mfnns_lowef_subef_pareto/scripts/generate_submit_sift_mfnns_refine.py,simulator/memory/20260612/003_sift_mfnns_lowef_subef_pareto/scripts/summarize_sift_mfnns_refine.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,figure/evaluation/RTC/extract_rtc_data.py,simulator/memory/20260612/003_sift_mfnns_lowef_subef_pareto/case_manifest.tsv,simulator/memory/20260612/003_sift_mfnns_lowef_subef_pareto/yamls/sift1m_r100_mfnns_subef_ef010_q001.yaml,3ef8b898a663676e169843f60b35a0ea5dac81aba8ce674e79604eca2bf52e83,simulator/memory/20260612/003_sift_mfnns_lowef_subef_pareto/logs/sift1m_r100_mfnns_subef_ef010_q001_stats.yml,dd0feca72c9674c7e8baf92265581c36682517a1622f95f877202ca17e5a65b1,10,1,0,100,100,1000,1000,1,0,1,OpenRowPolicy,0.73563,1107372,1000
SIFT1M Recall@100,sift1m,r100,R100@1000,34,sift1m_r100_mfnns_lbqfill_ef012_q024,lbqfill,0.76582,2150977.081,1115772,1,1,measured_completed_simulator,20260613/006_mfnns_ansmet_lbq_juno_focused,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/TEST_RECORD.md,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/generate_submit_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,figure/evaluation/RTC/extract_rtc_data.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/case_manifest.tsv,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/yamls/sift1m_r100_mfnns_lbqfill_ef012_q024.yaml,9eb9c05181f138a3ba365164b50b60c263bc235cde2c19aa2bccd84bb4cee002,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/logs/sift1m_r100_mfnns_lbqfill_ef012_q024_stats.yml,368db182136ae12f4be7c462fc09f144dea2c937491f09a75bfa36f601fc2610,12,24,23,100,100,1000,1000,1,0,1,OpenRowPolicy,0.76582,1115772,1000
SIFT1M Recall@100,sift1m,r100,R100@1000,35,sift1m_r100_mfnns_lbqfill_ef012_q048,lbqfill,0.76599,2148810.499,1116897,1,1,measured_completed_simulator,20260613/006_mfnns_ansmet_lbq_juno_focused,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/TEST_RECORD.md,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/generate_submit_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,figure/evaluation/RTC/extract_rtc_data.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/case_manifest.tsv,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/yamls/sift1m_r100_mfnns_lbqfill_ef012_q048.yaml,3501f9b9a70c60db70dc0d5ae2dcbb1c8be16fd3e575411b65d6d05d2c9d62c6,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/logs/sift1m_r100_mfnns_lbqfill_ef012_q048_stats.yml,95ec87a54e970776f1c940ac427baf7a94b5b6780d49ba3cde5af6a28def1334,12,48,47,100,100,1000,1000,1,0,1,OpenRowPolicy,0.76599,1116897,1000
SIFT1M Recall@100,sift1m,r100,R100@1000,36,sift1m_r100_mfnns_lbqfill_ef012_q096,lbqfill,0.76657,2128372.806,1127622,1,1,measured_completed_simulator,20260613/006_mfnns_ansmet_lbq_juno_focused,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/TEST_RECORD.md,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/generate_submit_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,figure/evaluation/RTC/extract_rtc_data.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/case_manifest.tsv,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/yamls/sift1m_r100_mfnns_lbqfill_ef012_q096.yaml,d10ceee214126c276507954b4eab1e2d623c8100d3f42f8c70871be6ae2e7bcb,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/logs/sift1m_r100_mfnns_lbqfill_ef012_q096_stats.yml,c9fe91db1e16e268c783b9f7af0130a3dc853ea412f09d9b473e39a8f8500f32,12,96,95,100,100,1000,1000,1,0,1,OpenRowPolicy,0.76657,1127622,1000
SIFT1M Recall@100,sift1m,r100,R100@1000,37,sift1m_r100_mfnns_lbqfill_ef012_q192,lbqfill,0.76993,2066254.449,1161522,1,1,measured_completed_simulator,20260613/006_mfnns_ansmet_lbq_juno_focused,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/TEST_RECORD.md,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/generate_submit_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,figure/evaluation/RTC/extract_rtc_data.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/case_manifest.tsv,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/yamls/sift1m_r100_mfnns_lbqfill_ef012_q192.yaml,5e3ac821e7dc4d05b9a6105def7a3088b70cc351b9502345e4b709fbefbc4837,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/logs/sift1m_r100_mfnns_lbqfill_ef012_q192_stats.yml,c8b80e1510c92f55ec3eaa84c7bde8e255bfbf60015bd4e120f9b3da2860c71a,12,192,191,100,100,1000,1000,1,0,1,OpenRowPolicy,0.76993,1161522,1000
SIFT1M Recall@100,sift1m,r100,R100@1000,38,sift1m_r100_mfnns_lbqfill_ef012_q001,lbqfill,0.77625,1904086.407,1260447,1,1,measured_completed_simulator,20260613/006_mfnns_ansmet_lbq_juno_focused,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/TEST_RECORD.md,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/generate_submit_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,figure/evaluation/RTC/extract_rtc_data.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/case_manifest.tsv,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/yamls/sift1m_r100_mfnns_lbqfill_ef012_q001.yaml,bbc461f4d0dd8fed0d6ae4443ea70fc35db2848618bc7d64aef2a74aba1d6a34,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/logs/sift1m_r100_mfnns_lbqfill_ef012_q001_stats.yml,dbac3b0f8ce3a58a7706687e00c893e28310592ee99f90b89873218cb0a4ac6b,12,1,0,100,100,1000,1000,1,0,1,OpenRowPolicy,0.77625,1260447,1000
SIFT1M Recall@100,sift1m,r100,R100@1000,39,sift1m_r100_mfnns_lbqfill_ef015_q030,lbqfill,0.81158,1867853.999,1284897,1,1,measured_completed_simulator,20260613/006_mfnns_ansmet_lbq_juno_focused,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/TEST_RECORD.md,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/generate_submit_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,figure/evaluation/RTC/extract_rtc_data.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/case_manifest.tsv,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/yamls/sift1m_r100_mfnns_lbqfill_ef015_q030.yaml,a4d3b9d786cddf774203630e442c0c197bff806bbdf5b14d3559a561b7d32a17,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/logs/sift1m_r100_mfnns_lbqfill_ef015_q030_stats.yml,4e97da6a656f0944f9a2759b2622f488f76e7ad3e91b4caa70bcfb03f8d7cbda,15,30,29,100,100,1000,1000,1,0,1,OpenRowPolicy,0.81158,1284897,1000
SIFT1M Recall@100,sift1m,r100,R100@1000,40,sift1m_r100_mfnns_lbqfill_ef015_q015,lbqfill,0.8116,1867635.97,1285047,1,1,measured_completed_simulator,20260613/006_mfnns_ansmet_lbq_juno_focused,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/TEST_RECORD.md,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/generate_submit_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,figure/evaluation/RTC/extract_rtc_data.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/case_manifest.tsv,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/yamls/sift1m_r100_mfnns_lbqfill_ef015_q015.yaml,9d2afd042906c0447166c6ff379ab6cb8f38198d14b7e2ef01da6d25659de813,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/logs/sift1m_r100_mfnns_lbqfill_ef015_q015_stats.yml,6b413cfef82e8eaa89250fe758e1641811685aa598bdd75da1a1b616eba31eea,15,15,14,100,100,1000,1000,1,0,1,OpenRowPolicy,0.8116,1285047,1000
SIFT1M Recall@100,sift1m,r100,R100@1000,41,sift1m_r100_mfnns_lbqfill_ef015_q120,lbqfill,0.81227,1831610.856,1310322,1,1,measured_completed_simulator,20260613/006_mfnns_ansmet_lbq_juno_focused,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/TEST_RECORD.md,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/generate_submit_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,figure/evaluation/RTC/extract_rtc_data.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/case_manifest.tsv,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/yamls/sift1m_r100_mfnns_lbqfill_ef015_q120.yaml,ce54cc04463a1b3a745dae03c59accc49df599bebb2075fc5f2e189bc4e504eb,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/logs/sift1m_r100_mfnns_lbqfill_ef015_q120_stats.yml,8011cd32b325abdfde290e7c1bb781d1b7bf1f0b4bc1d0bbb619feae50cd0b53,15,120,119,100,100,1000,1000,1,0,1,OpenRowPolicy,0.81227,1310322,1000
SIFT1M Recall@100,sift1m,r100,R100@1000,42,sift1m_r100_mfnns_lbqfill_ef015_q240,lbqfill,0.81612,1757762.72,1365372,1,1,measured_completed_simulator,20260613/006_mfnns_ansmet_lbq_juno_focused,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/TEST_RECORD.md,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/generate_submit_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,figure/evaluation/RTC/extract_rtc_data.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/case_manifest.tsv,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/yamls/sift1m_r100_mfnns_lbqfill_ef015_q240.yaml,fc83714886eb3b7d892406cd95c4f0b4b84a3a3dee703c8ba6d5f4f7bb376006,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/logs/sift1m_r100_mfnns_lbqfill_ef015_q240_stats.yml,2b20f4d0c4a7ead4d69890e1283b7fa803803b1107d53f1a4780efa945f81b62,15,240,239,100,100,1000,1000,1,0,1,OpenRowPolicy,0.81612,1365372,1000
SIFT1M Recall@100,sift1m,r100,R100@1000,43,sift1m_r100_mfnns_lbqfill_ef015_q001,lbqfill,0.82122,1622968.247,1478772,1,1,measured_completed_simulator,20260613/006_mfnns_ansmet_lbq_juno_focused,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/TEST_RECORD.md,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/generate_submit_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,figure/evaluation/RTC/extract_rtc_data.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/case_manifest.tsv,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/yamls/sift1m_r100_mfnns_lbqfill_ef015_q001.yaml,1b56b7d8fc7ad6e600b8ee7cce2b8dfc2d3a6879723d33677c0e9dffe41c9280,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/logs/sift1m_r100_mfnns_lbqfill_ef015_q001_stats.yml,a7a972aa0dd621d48b6108ebfa0405acd8764cd07d5907277b9165e8d8ae4ce5,15,1,0,100,100,1000,1000,1,0,1,OpenRowPolicy,0.82122,1478772,1000
