panel,dataset,recall_tag,paper_metric,frontier_rank,case_name,group_tag,recall,qps_2p4ghz,s_mem_cycle,plot_input,point_within_xlim,data_status,source_experiment,test_record_ref,yaml_generator_ref,result_summarizer_ref,final_selection_script_ref,rtc_extraction_script_ref,case_manifest_ref,yaml_ref,yaml_sha256,stats_ref,stats_sha256,yaml_ef_search,yaml_queue_size,yaml_warmup_size,yaml_gt_k,yaml_k_neighbors,yaml_n_query_limit,yaml_n_parallel_query,yaml_mfnns_enable,yaml_early_exit_enable,yaml_lb_et_enable,yaml_row_policy,stats_recall,stats_mem_cycle,stats_num_query
T2I1M Recall@1,t2i1m,r1,R1@100,10,t2i1m_r1_mfnns_lbqfill_ef003_q006,lbqfill,0.502,4039914.354,594072,1,1,measured_completed_simulator,20260613/006_mfnns_ansmet_lbq_juno_focused,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/TEST_RECORD.md,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/generate_submit_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,figure/evaluation/RTC/extract_rtc_data.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/case_manifest.tsv,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/yamls/t2i1m_r1_mfnns_lbqfill_ef003_q006.yaml,56ac0b5ed0279febf0a81f72de4eb2da6a2aac3ae01ae8d79854413c7d34762a,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/logs/t2i1m_r1_mfnns_lbqfill_ef003_q006_stats.yml,b1264c3925967b23cf4aba2e4e54c31dce62f88cd600dff34feec2d087354e75,3,6,5,100,1,1000,1000,1,0,1,OpenRowPolicy,0.502,594072,1000
T2I1M Recall@1,t2i1m,r1,R1@100,11,t2i1m_r1_mfnns_lowef_ef004_q004,lowef,0.505,3915829.25,612897,1,1,measured_completed_simulator,20260613/004_sift_t2i_mfnns_lowef_subef_frontier,simulator/memory/20260613/004_sift_t2i_mfnns_lowef_subef_frontier/TEST_RECORD.md,simulator/memory/20260613/004_sift_t2i_mfnns_lowef_subef_frontier/scripts/generate_submit_t2i_mfnns_refine.py,simulator/memory/20260613/004_sift_t2i_mfnns_lowef_subef_frontier/scripts/summarize_mfnns_frontier.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,figure/evaluation/RTC/extract_rtc_data.py,simulator/memory/20260613/004_sift_t2i_mfnns_lowef_subef_frontier/case_manifest.tsv,simulator/memory/20260613/004_sift_t2i_mfnns_lowef_subef_frontier/yamls/t2i1m_r1_mfnns_lowef_ef004_q004.yaml,e9da3c095bb0af4aa400744bd82540651843665e00b3885576ff969c46460472,simulator/memory/20260613/004_sift_t2i_mfnns_lowef_subef_frontier/logs/t2i1m_r1_mfnns_lowef_ef004_q004_stats.yml,1ab899373ededb5c20680700b739aa201ee55476511d1f980acf479bf973b29c,4,4,3,100,1,1000,1000,1,0,1,OpenRowPolicy,0.505,612897,1000
T2I1M Recall@1,t2i1m,r1,R1@100,12,t2i1m_r1_mfnns_lowef_ef003_q012,lowef,0.529,3909132.222,613947,1,1,measured_completed_simulator,20260613/004_sift_t2i_mfnns_lowef_subef_frontier,simulator/memory/20260613/004_sift_t2i_mfnns_lowef_subef_frontier/TEST_RECORD.md,simulator/memory/20260613/004_sift_t2i_mfnns_lowef_subef_frontier/scripts/generate_submit_t2i_mfnns_refine.py,simulator/memory/20260613/004_sift_t2i_mfnns_lowef_subef_frontier/scripts/summarize_mfnns_frontier.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,figure/evaluation/RTC/extract_rtc_data.py,simulator/memory/20260613/004_sift_t2i_mfnns_lowef_subef_frontier/case_manifest.tsv,simulator/memory/20260613/004_sift_t2i_mfnns_lowef_subef_frontier/yamls/t2i1m_r1_mfnns_lowef_ef003_q012.yaml,a6e676eb2b4f2d80b002e5fe7ba685b73df266dbf63775194e3aab7d9bd73a5e,simulator/memory/20260613/004_sift_t2i_mfnns_lowef_subef_frontier/logs/t2i1m_r1_mfnns_lowef_ef003_q012_stats.yml,b27d23f3516ea78862912243f758d75c6e3572747bb03757e78e2edfe4c4dd69,3,12,11,100,1,1000,1000,1,0,1,OpenRowPolicy,0.529,613947,1000
T2I1M Recall@1,t2i1m,r1,R1@100,13,t2i1m_r1_mfnns_lbqfill_ef004_q008,lbqfill,0.594,3582239.258,669972,1,1,measured_completed_simulator,20260613/006_mfnns_ansmet_lbq_juno_focused,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/TEST_RECORD.md,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/generate_submit_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,figure/evaluation/RTC/extract_rtc_data.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/case_manifest.tsv,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/yamls/t2i1m_r1_mfnns_lbqfill_ef004_q008.yaml,83f849107c07493dbe7189146607e58e5c3b8e28f15cb69726ee943925ab313a,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/logs/t2i1m_r1_mfnns_lbqfill_ef004_q008_stats.yml,42cc3340ab5833b2f337a51d669c3edb9c302607ad3dce44500185784be82452,4,8,7,100,1,1000,1000,1,0,1,OpenRowPolicy,0.594,669972,1000
T2I1M Recall@1,t2i1m,r1,R1@100,14,t2i1m_r1_mfnns_lbqfill_ef005_q010,lbqfill,0.645,3247754.989,738972,1,1,measured_completed_simulator,20260613/006_mfnns_ansmet_lbq_juno_focused,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/TEST_RECORD.md,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/generate_submit_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,figure/evaluation/RTC/extract_rtc_data.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/case_manifest.tsv,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/yamls/t2i1m_r1_mfnns_lbqfill_ef005_q010.yaml,1204b38780949035adf00c4a2452c056913ff0af363a4bf499ed9a4bc67ec244,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/logs/t2i1m_r1_mfnns_lbqfill_ef005_q010_stats.yml,3570a4461ec015c337b47de113876bc31072efd3b6aab791fbe2fadf8e1256a5,5,10,9,100,1,1000,1000,1,0,1,OpenRowPolicy,0.645,738972,1000
T2I1M Recall@1,t2i1m,r1,R1@100,15,t2i1m_r1_mfnns_lbqfill_ef006_q012,lbqfill,0.679,2918387.299,822372,1,1,measured_completed_simulator,20260613/006_mfnns_ansmet_lbq_juno_focused,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/TEST_RECORD.md,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/generate_submit_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,figure/evaluation/RTC/extract_rtc_data.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/case_manifest.tsv,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/yamls/t2i1m_r1_mfnns_lbqfill_ef006_q012.yaml,8da0d222a88aaacff99f956df886eb923e24be8c195d2bad6dc44290bc04362f,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/logs/t2i1m_r1_mfnns_lbqfill_ef006_q012_stats.yml,8b4ff5bf2f43e5b45842edc1ac53c062c2504534e83ab517bf784dc3eb04c225,6,12,11,100,1,1000,1000,1,0,1,OpenRowPolicy,0.679,822372,1000
T2I1M Recall@1,t2i1m,r1,R1@100,16,t2i1m_r1_mfnns_ef010_q010,broad,0.691,2597832.758,923847,1,1,measured_completed_simulator,20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier,simulator/memory/20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier/TEST_RECORD.md,simulator/memory/20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier/scripts/generate_submit_frontier.py,simulator/memory/20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier/scripts/summarize_frontier.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,figure/evaluation/RTC/extract_rtc_data.py,simulator/memory/20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier/case_manifest.tsv,simulator/memory/20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier/yamls/t2i1m_r1_mfnns_ef010_q010.yaml,b02ff6c02c97b52729d41dc0eb4e7869961e830ad725db33399a75f4bda1d44f,simulator/memory/20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier/logs/t2i1m_r1_mfnns_ef010_q010_stats.yml,2bf71aeb7b75f387a26185e558d9ed66f4da5aece61478b7acaa6f5f1866faf4,10,10,9,100,1,1000,1000,1,0,1,OpenRowPolicy,0.691,923847,1000
T2I1M Recall@1,t2i1m,r1,R1@100,17,t2i1m_r1_mfnns_lbqfill_ef008_q016,lbqfill,0.746,2532254.593,947772,1,1,measured_completed_simulator,20260613/006_mfnns_ansmet_lbq_juno_focused,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/TEST_RECORD.md,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/generate_submit_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,figure/evaluation/RTC/extract_rtc_data.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/case_manifest.tsv,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/yamls/t2i1m_r1_mfnns_lbqfill_ef008_q016.yaml,f2100965e6da30a07a5adb1913ddd542bd2ba049d9d243e1ee658ccb3fa029f8,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/logs/t2i1m_r1_mfnns_lbqfill_ef008_q016_stats.yml,d5e3ac0e80c4ae7d46b5554d2055616037bab9bc42186c867624861a112ef705,8,16,15,100,1,1000,1000,1,0,1,OpenRowPolicy,0.746,947772,1000
T2I1M Recall@1,t2i1m,r1,R1@100,18,t2i1m_r1_mfnns_ef010_q020,broad,0.775,2192387.483,1094697,1,1,measured_completed_simulator,20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier,simulator/memory/20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier/TEST_RECORD.md,simulator/memory/20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier/scripts/generate_submit_frontier.py,simulator/memory/20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier/scripts/summarize_frontier.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,figure/evaluation/RTC/extract_rtc_data.py,simulator/memory/20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier/case_manifest.tsv,simulator/memory/20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier/yamls/t2i1m_r1_mfnns_ef010_q020.yaml,7b0f0815c20d595e2b58e29cba6820da64e257ae18cd3fe0ddda77c4dcaf1a8e,simulator/memory/20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier/logs/t2i1m_r1_mfnns_ef010_q020_stats.yml,6f811b1e312fe1f595074369fd152b68cec54de126721f6d4c6197c7e3edca72,10,20,19,100,1,1000,1000,1,0,1,OpenRowPolicy,0.775,1094697,1000
T2I1M Recall@1,t2i1m,r1,R1@100,19,t2i1m_r1_mfnns_lbqfill_ef012_q024,lbqfill,0.819,1988817.872,1206747,1,1,measured_completed_simulator,20260613/006_mfnns_ansmet_lbq_juno_focused,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/TEST_RECORD.md,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/generate_submit_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,figure/evaluation/RTC/extract_rtc_data.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/case_manifest.tsv,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/yamls/t2i1m_r1_mfnns_lbqfill_ef012_q024.yaml,051ef8cca77491643ea72a4fccd83d8f0e2cfa3642e96a258e37e6f6d9fcdfff,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/logs/t2i1m_r1_mfnns_lbqfill_ef012_q024_stats.yml,e545ad40a42a7e387e78dfd64907aead64c6f283d3c9263bef16bb620122a4d1,12,24,23,100,1,1000,1000,1,0,1,OpenRowPolicy,0.819,1206747,1000
T2I1M Recall@1,t2i1m,r1,R1@100,20,t2i1m_r1_mfnns_lbqfill_ef015_q030,lbqfill,0.842,1685100.969,1424247,1,1,measured_completed_simulator,20260613/006_mfnns_ansmet_lbq_juno_focused,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/TEST_RECORD.md,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/generate_submit_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,figure/evaluation/RTC/extract_rtc_data.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/case_manifest.tsv,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/yamls/t2i1m_r1_mfnns_lbqfill_ef015_q030.yaml,3af9952ff604db6eed27ea21f5b3fd0adab420f027798c5d956c802fe47bf179,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/logs/t2i1m_r1_mfnns_lbqfill_ef015_q030_stats.yml,b0b6b215712607fb0e5660ac71a79f1262426bdddef7db8062ce967ab52781e6,15,30,29,100,1,1000,1000,1,0,1,OpenRowPolicy,0.842,1424247,1000
T2I1M Recall@1,t2i1m,r1,R1@100,21,t2i1m_r1_mfnns_ef020_q040,broad,0.858,1364375.142,1759047,1,1,measured_completed_simulator,20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier,simulator/memory/20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier/TEST_RECORD.md,simulator/memory/20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier/scripts/generate_submit_frontier.py,simulator/memory/20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier/scripts/summarize_frontier.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,figure/evaluation/RTC/extract_rtc_data.py,simulator/memory/20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier/case_manifest.tsv,simulator/memory/20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier/yamls/t2i1m_r1_mfnns_ef020_q040.yaml,943f260dd6602d928ea1c0874f2d41ea7e32caedd366d46fca555e1d001ed2b8,simulator/memory/20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier/logs/t2i1m_r1_mfnns_ef020_q040_stats.yml,7f981eb0d14f8760208cb63ff4d65b9e0f6f9a0bf5bcf53cacef342bb0a5dd9a,20,40,39,100,1,1000,1000,1,0,1,OpenRowPolicy,0.858,1759047,1000
T2I1M Recall@1,t2i1m,r1,R1@100,22,t2i1m_r1_mfnns_subef_ef040_q030,subef,0.859,1090299.019,2201231,1,1,measured_completed_simulator,20260613/004_sift_t2i_mfnns_lowef_subef_frontier,simulator/memory/20260613/004_sift_t2i_mfnns_lowef_subef_frontier/TEST_RECORD.md,simulator/memory/20260613/004_sift_t2i_mfnns_lowef_subef_frontier/scripts/generate_submit_t2i_mfnns_refine.py,simulator/memory/20260613/004_sift_t2i_mfnns_lowef_subef_frontier/scripts/summarize_mfnns_frontier.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,figure/evaluation/RTC/extract_rtc_data.py,simulator/memory/20260613/004_sift_t2i_mfnns_lowef_subef_frontier/case_manifest.tsv,simulator/memory/20260613/004_sift_t2i_mfnns_lowef_subef_frontier/yamls/t2i1m_r1_mfnns_subef_ef040_q030.yaml,73b9ee66fe564994878db4f39b4b1de6a6fc185d667822916c14e6ee5cc41964,simulator/memory/20260613/004_sift_t2i_mfnns_lowef_subef_frontier/logs/t2i1m_r1_mfnns_subef_ef040_q030_stats.yml,153691306e818dbf20d1c0dab6063d9aca7713fa40d6a749232e8448269549bc,40,30,29,100,1,1000,1000,1,0,1,OpenRowPolicy,0.859,2201231,1000
T2I1M Recall@1,t2i1m,r1,R1@100,23,t2i1m_r1_mfnns_ef020_q080,broad,0.882,1056525.431,2271597,1,1,measured_completed_simulator,20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier,simulator/memory/20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier/TEST_RECORD.md,simulator/memory/20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier/scripts/generate_submit_frontier.py,simulator/memory/20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier/scripts/summarize_frontier.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,figure/evaluation/RTC/extract_rtc_data.py,simulator/memory/20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier/case_manifest.tsv,simulator/memory/20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier/yamls/t2i1m_r1_mfnns_ef020_q080.yaml,07716199b1482c93f68cff237fffa0b7b07ff5d9658775ebb3af6d135ff49ad0,simulator/memory/20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier/logs/t2i1m_r1_mfnns_ef020_q080_stats.yml,94e0afd6c58945c0b62cd7fc8d706a20f1ad04c99254fca279b42a6d05406e3b,20,80,79,100,1,1000,1000,1,0,1,OpenRowPolicy,0.882,2271597,1000
T2I1M Recall@1,t2i1m,r1,R1@100,24,t2i1m_r1_mfnns_ef030_q060,broad,0.898,966038.9024,2484372,1,1,measured_completed_simulator,20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier,simulator/memory/20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier/TEST_RECORD.md,simulator/memory/20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier/scripts/generate_submit_frontier.py,simulator/memory/20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier/scripts/summarize_frontier.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,figure/evaluation/RTC/extract_rtc_data.py,simulator/memory/20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier/case_manifest.tsv,simulator/memory/20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier/yamls/t2i1m_r1_mfnns_ef030_q060.yaml,042054671368cced87a1d6a268cbf4f340a99ff1253eef23741963e335c8a28f,simulator/memory/20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier/logs/t2i1m_r1_mfnns_ef030_q060_stats.yml,f36c26276f3073a9eca26a95418dd8a81849cb511ea0194153150560897ea1e6,30,60,59,100,1,1000,1000,1,0,1,OpenRowPolicy,0.898,2484372,1000
T2I1M Recall@1,t2i1m,r1,R1@100,25,t2i1m_r1_mfnns_ef040_q040,broad,0.901,926489.9696,2590422,1,1,measured_completed_simulator,20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier,simulator/memory/20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier/TEST_RECORD.md,simulator/memory/20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier/scripts/generate_submit_frontier.py,simulator/memory/20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier/scripts/summarize_frontier.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,figure/evaluation/RTC/extract_rtc_data.py,simulator/memory/20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier/case_manifest.tsv,simulator/memory/20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier/yamls/t2i1m_r1_mfnns_ef040_q040.yaml,9741eea1891fba9e513882645953001e2f5d56eb5c641918c1a5b64b9f997eac,simulator/memory/20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier/logs/t2i1m_r1_mfnns_ef040_q040_stats.yml,cca7810b4fde965467a02c8ef7bf3e0849a29ab2473192299ca5903e9be0fe89,40,40,39,100,1,1000,1000,1,0,1,OpenRowPolicy,0.901,2590422,1000
T2I1M Recall@1,t2i1m,r1,R1@100,26,t2i1m_r1_mfnns_ef030_q120,broad,0.914,739184.347,3246822,1,1,measured_completed_simulator,20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier,simulator/memory/20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier/TEST_RECORD.md,simulator/memory/20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier/scripts/generate_submit_frontier.py,simulator/memory/20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier/scripts/summarize_frontier.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,figure/evaluation/RTC/extract_rtc_data.py,simulator/memory/20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier/case_manifest.tsv,simulator/memory/20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier/yamls/t2i1m_r1_mfnns_ef030_q120.yaml,adf19d125bef3eb0fdc5b8f2aff3e03ebeb78abc47c5f9742c79b941301b8116,simulator/memory/20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier/logs/t2i1m_r1_mfnns_ef030_q120_stats.yml,926b55c33aa7b2bcec7a821995be079d9683cd646f84c6acf4acc2ef904a682b,30,120,119,100,1,1000,1000,1,0,1,OpenRowPolicy,0.914,3246822,1000
T2I1M Recall@1,t2i1m,r1,R1@100,27,t2i1m_r1_mfnns_ef040_q080,broad,0.924,728681.069,3293622,1,1,measured_completed_simulator,20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier,simulator/memory/20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier/TEST_RECORD.md,simulator/memory/20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier/scripts/generate_submit_frontier.py,simulator/memory/20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier/scripts/summarize_frontier.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,figure/evaluation/RTC/extract_rtc_data.py,simulator/memory/20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier/case_manifest.tsv,simulator/memory/20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier/yamls/t2i1m_r1_mfnns_ef040_q080.yaml,f5289108a645a4843e28b540c4bb95f5cd6d2932ab9b789a101fb5e382ac5990,simulator/memory/20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier/logs/t2i1m_r1_mfnns_ef040_q080_stats.yml,7d689d3692e47bbaf63b08b0cec58713f947d4369d8e51afb4d6337e6be69e1b,40,80,79,100,1,1000,1000,1,0,1,OpenRowPolicy,0.924,3293622,1000
T2I1M Recall@1,t2i1m,r1,R1@100,28,t2i1m_r1_mfnns_ef060_q060,broad,0.93,600861.9364,3994262,1,1,measured_completed_simulator,20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier,simulator/memory/20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier/TEST_RECORD.md,simulator/memory/20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier/scripts/generate_submit_frontier.py,simulator/memory/20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier/scripts/summarize_frontier.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,figure/evaluation/RTC/extract_rtc_data.py,simulator/memory/20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier/case_manifest.tsv,simulator/memory/20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier/yamls/t2i1m_r1_mfnns_ef060_q060.yaml,39a0a12622097bf02ce7d3791c2e10f605add4b801925b472157951de3230667,simulator/memory/20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier/logs/t2i1m_r1_mfnns_ef060_q060_stats.yml,a90458d73063510e2c7585e1cdd001c04ad186507e17824a7fc2ba53502e3038,60,60,59,100,1,1000,1000,1,0,1,OpenRowPolicy,0.93,3994262,1000
T2I1M Recall@1,t2i1m,r1,R1@100,29,t2i1m_r1_mfnns_ef050_q100,broad,0.938,576784.8427,4160997,1,1,measured_completed_simulator,20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier,simulator/memory/20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier/TEST_RECORD.md,simulator/memory/20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier/scripts/generate_submit_frontier.py,simulator/memory/20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier/scripts/summarize_frontier.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,figure/evaluation/RTC/extract_rtc_data.py,simulator/memory/20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier/case_manifest.tsv,simulator/memory/20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier/yamls/t2i1m_r1_mfnns_ef050_q100.yaml,2855d222b372b57a537b6d0dc9470e86ec0af8986afb581c87379a356bc2bc28,simulator/memory/20260612/002_sift_t2i_ansmet_mfnns_r1_r100_frontier/logs/t2i1m_r1_mfnns_ef050_q100_stats.yml,96f469d77143d9f305832f9c0d111bf6f7ef342d36e4d9b2dc88a87b7f55b55f,50,100,99,100,1,1000,1000,1,0,1,OpenRowPolicy,0.938,4160997,1000
