top_k,top_k_label,dataset_key,dataset_label,dataset_short,design,design_label,plot_included,qps,cpu_qps,qps_speedup_vs_cpu,recall,data_status,source,stats_ref,run_ref,note
k100,Recall@100,sift1m,SIFT1M,SF,bang,BANG,True,32258.06,29642.54,1.088,0.9413,external_measurement,BANG:tuning_004,,,uses supplied BANG speedup
k100,Recall@100,sift1m,SIFT1M,SF,ansmet,ANSMET,True,259113.592,13560.879,19.107433375078415,0.89992,measured,R100_NMP:ansmet_mfnns_tuning_source:near_current,MFANNS/simulator/memory/20260605/001_gt100_ansmet_mfnns_nq1000_recall09/logs_round45_ansmet_eflt100_near09/sift1m_normalized_ansmet_ef90_q100_pre32_stats.yml,,
k100,Recall@100,sift1m,SIFT1M,SF,ndp_base,NMP-Base,True,167076.561,13560.879,12.320481659042896,0.98352,measured,R100_NMP:ndpbase_ndpet_coverage:at_ansmet_ef_latest,MFANNS/simulator/memory/20260611/026_gt100_missing_ndpbase_ndpet_coverage/logs/sift1m_normalized_ndp_base_ansmetef90_q100_stats.yml,,
k100,Recall@100,sift1m,SIFT1M,SF,ndp_fpma,NMP-FPMA/FPSA,True,167076.561,13560.879,12.320481659042896,0.98352,derived_copy_no_direct_test,R100_NMP:ndpbase_ndpet_coverage:at_ansmet_ef_latest;copied_from=ndp_base,MFANNS/simulator/memory/20260611/026_gt100_missing_ndpbase_ndpet_coverage/logs/sift1m_normalized_ndp_base_ansmetef90_q100_stats.yml,,copied_from=ndp_base
k100,Recall@100,sift1m,SIFT1M,SF,ndp_et,NMP-FPSA-ET,True,288036.684,13560.879,21.240266504848247,0.97693,manual_selected_measurement,manual_override:sift1m_r100_ndp_et_qps_288036.684,,,
k100,Recall@100,sift1m,SIFT1M,SF,mfnns,MFNNS,True,328228.828,13560.879,24.204096799329893,0.97502,manual_selected_measurement,manual_override:sift1m_r100_mfnns_qps_328228.828,,,
k100,Recall@100,t2i1m,T2I1M,T2I,cpu,CPU,True,9401.161,9401.161,1.0,0.90705,measured,R100_NMP:cpu_mfnns_ndpet_ansmet_ef:at_ansmet_ef,MFANNS/simulator/memory/20260609/002_gt100_cpu_mfnns_ndpet_same_ansmet_ef_nq1000/logs/t2i1m_normalized_cpu_ef93_stats.yml,,
k100,Recall@100,t2i1m,T2I1M,T2I,gpu_cagra,CAGRA,True,312093.84,9401.161,33.197372111806196,0.9069,external_measurement,CAGRA_R100:012/selected_final.csv,,,
k100,Recall@100,t2i1m,T2I1M,T2I,bang,BANG,True,34482.76,34482.76,1.0,0.9124,external_measurement,BANG:r16_baseline_002,,,uses supplied BANG speedup
k100,Recall@100,t2i1m,T2I1M,T2I,ansmet,ANSMET,True,160668.413,9401.161,17.090273531109617,0.90662,measured,R100_NMP:ansmet_mfnns_tuning_source:near_current,MFANNS/simulator/memory/20260605/001_gt100_ansmet_mfnns_nq1000_recall09/logs_round47_ansmet_fine_after_sample/t2i1m_normalized_ansmet_ef93_q100_pre32_stats.yml,,
k100,Recall@100,t2i1m,T2I1M,T2I,ndp_base,NMP-Base,True,109012.787,9401.161,11.595672811049614,0.94001,measured,R100_NMP:ndpbase_ndpet_coverage:at_ansmet_ef_latest,MFANNS/simulator/memory/20260611/026_gt100_missing_ndpbase_ndpet_coverage/logs/t2i1m_normalized_ndp_base_ansmetef93_q100_stats.yml,,
k100,Recall@100,t2i1m,T2I1M,T2I,ndp_fpma,NMP-FPMA/FPSA,True,109012.787,9401.161,11.595672811049614,0.94001,derived_copy_no_direct_test,R100_NMP:ndpbase_ndpet_coverage:at_ansmet_ef_latest;copied_from=ndp_base,MFANNS/simulator/memory/20260611/026_gt100_missing_ndpbase_ndpet_coverage/logs/t2i1m_normalized_ndp_base_ansmetef93_q100_stats.yml,,copied_from=ndp_base
k100,Recall@100,t2i1m,T2I1M,T2I,ndp_et,NMP-FPSA-ET,True,416054.287,9401.161,44.25562832079995,0.89387,measured,R100_NMP:ndpbase_ndpet_coverage:at_mfnns_best_latest,MFANNS/simulator/memory/20260611/026_gt100_missing_ndpbase_ndpet_coverage/logs/t2i1m_normalized_ndp_et_mfnns_near_target_ef60_q220_stats.yml,,
k100,Recall@100,t2i1m,T2I1M,T2I,mfnns,MFNNS,True,424069.627,9401.161,45.108218761491266,0.89387,measured,R100_NMP:formal_7dataset_best:near_current,MFANNS/simulator/memory/20260611/021_deep_t2i_edge_formal_nq1000/logs/t2i1m_normalized_mfnns_edge_nq1000_ef60_q220_stats.yml,,
k100,Recall@100,w2v1m,W2V1M,W2V,cpu,CPU,True,5442.383,5442.383,1.0,0.90683,measured,R100_NMP:cpu_mfnns_ndpet_ansmet_ef:at_ansmet_ef,MFANNS/simulator/memory/20260609/002_gt100_cpu_mfnns_ndpet_same_ansmet_ef_nq1000/logs/w2v1m_normalized_cpu_ef93_stats.yml,,
k100,Recall@100,w2v1m,W2V1M,W2V,gpu_cagra,CAGRA,True,109021.46,5442.383,20.031934540439366,0.92511,external_measurement,CAGRA_R100:005/summary.csv,,,
k100,Recall@100,w2v1m,W2V1M,W2V,bang,BANG,True,17392.62,12987.01,1.339,0.9173,external_measurement,BANG:tuning_004,,,uses supplied BANG speedup
k100,Recall@100,w2v1m,W2V1M,W2V,ansmet,ANSMET,True,102333.537,5442.383,18.803075233771676,0.90688,measured,R100_NMP:ansmet_mfnns_tuning_source:near_current,MFANNS/simulator/memory/20260605/001_gt100_ansmet_mfnns_nq1000_recall09/logs_round47_ansmet_fine_after_sample/w2v1m_normalized_ansmet_ef93_q100_pre32_stats.yml,,
k100,Recall@100,w2v1m,W2V1M,W2V,ndp_base,NMP-Base,True,65394.343,5442.383,12.015755414493983,0.94524,measured,R100_NMP:ndpbase_ndpet_coverage:at_ansmet_ef_latest,MFANNS/simulator/memory/20260611/026_gt100_missing_ndpbase_ndpet_coverage/logs/w2v1m_normalized_ndp_base_ansmetef93_q100_stats.yml,,
k100,Recall@100,w2v1m,W2V1M,W2V,ndp_fpma,NMP-FPMA/FPSA,True,65394.343,5442.383,12.015755414493983,0.94524,derived_copy_no_direct_test,R100_NMP:ndpbase_ndpet_coverage:at_ansmet_ef_latest;copied_from=ndp_base,MFANNS/simulator/memory/20260611/026_gt100_missing_ndpbase_ndpet_coverage/logs/w2v1m_normalized_ndp_base_ansmetef93_q100_stats.yml,,copied_from=ndp_base
k100,Recall@100,w2v1m,W2V1M,W2V,ndp_et,NMP-FPSA-ET,True,224742.838,5442.383,41.29493238531724,0.89335,measured,R100_NMP:ndpbase_ndpet_coverage:at_mfnns_best_latest,MFANNS/simulator/memory/20260611/026_gt100_missing_ndpbase_ndpet_coverage/logs/w2v1m_normalized_ndp_et_mfnns_near_target_ef80_q112_stats.yml,,
k100,Recall@100,w2v1m,W2V1M,W2V,mfnns,MFNNS,True,229397.324,5442.383,42.15016179493431,0.89335,measured,R100_NMP:formal_7dataset_best:near_current,MFANNS/simulator/memory/20260611/011_top100_mfnns_best089_nq1000_qlimit1000/logs/w2v1m_normalized_mfnns_top100_nq1000_qlim1000_ef80_q112_stats.yml,,
k100,Recall@100,wiki1m,Wiki1M,WK,cpu,CPU,True,2814.399,2814.399,1.0,0.9061,measured,R100_NMP:cpu_mfnns_ndpet_ansmet_ef:at_ansmet_ef,MFANNS/simulator/memory/20260609/002_gt100_cpu_mfnns_ndpet_same_ansmet_ef_nq1000/logs/wiki1m_normalized_cpu_ef93_stats.yml,,
k100,Recall@100,wiki1m,Wiki1M,WK,gpu_cagra,CAGRA,True,178605.67,2814.399,63.4613890923071,0.8936,external_measurement,CAGRA_R100:011/selected_final.csv,,,
k100,Recall@100,wiki1m,Wiki1M,WK,bang,BANG,True,12500.0,10487.29,1.192,0.9733,external_measurement,BANG:tuning_004,,,uses supplied BANG speedup
k100,Recall@100,wiki1m,Wiki1M,WK,ansmet,ANSMET,True,55685.729,2814.399,19.786010796621234,0.9078,measured,R100_NMP:ansmet_mfnns_tuning_source:near_current,MFANNS/simulator/memory/20260605/001_gt100_ansmet_mfnns_nq1000_recall09/logs_round49_wiki_full_ef93/wiki1m_normalized_ansmet_ef93_q100_pre32_stats.yml,,
k100,Recall@100,wiki1m,Wiki1M,WK,ndp_base,NMP-Base,True,36112.214,2814.399,12.831234661467688,0.95454,measured,R100_NMP:ndpbase_ndpet_coverage:at_ansmet_ef_latest,MFANNS/simulator/memory/20260611/026_gt100_missing_ndpbase_ndpet_coverage/logs/wiki1m_normalized_ndp_base_ansmetef93_q100_stats.yml,,
k100,Recall@100,wiki1m,Wiki1M,WK,ndp_fpma,NMP-FPMA/FPSA,True,36112.214,2814.399,12.831234661467688,0.95454,derived_copy_no_direct_test,R100_NMP:ndpbase_ndpet_coverage:at_ansmet_ef_latest;copied_from=ndp_base,MFANNS/simulator/memory/20260611/026_gt100_missing_ndpbase_ndpet_coverage/logs/wiki1m_normalized_ndp_base_ansmetef93_q100_stats.yml,,copied_from=ndp_base
k100,Recall@100,wiki1m,Wiki1M,WK,ndp_et,NMP-FPSA-ET,True,176445.652,2814.399,62.69390090033432,0.89069,measured,R100_NMP:ndpbase_ndpet_coverage:at_mfnns_best_latest,MFANNS/simulator/memory/20260611/026_gt100_missing_ndpbase_ndpet_coverage/logs/wiki1m_normalized_ndp_et_mfnns_near_target_ef40_q128_stats.yml,,
k100,Recall@100,wiki1m,Wiki1M,WK,mfnns,MFNNS,True,205070.417,2814.399,72.86472778024722,0.89069,measured,R100_NMP:formal_7dataset_best:near_current,MFANNS/simulator/memory/20260611/011_top100_mfnns_best089_nq1000_qlimit1000/logs/wiki1m_normalized_mfnns_top100_nq1000_qlim1000_ef40_q128_stats.yml,,
k100,Recall@100,pubmed,PubMed,PM,cpu,CPU,True,590.804,590.804,1.0,0.91101,measured,R100_NMP:cpu_mfnns_ndpet_ansmet_ef:at_ansmet_ef,MFANNS/simulator/memory/20260609/002_gt100_cpu_mfnns_ndpet_same_ansmet_ef_nq1000/logs/pubmed_raw_cpu_ef400_stats.yml,,
k100,Recall@100,pubmed,PubMed,PM,gpu_cagra,CAGRA,True,14780.42,590.804,25.017467721951782,0.9058,external_measurement,CAGRA_R100:006/selected_final.csv,,,
k100,Recall@100,pubmed,PubMed,PM,bang,BANG,True,8658.17,3675.07,2.356,0.9125,external_measurement,BANG:tuning_004,,,uses supplied BANG speedup
k100,Recall@100,pubmed,PubMed,PM,ansmet,ANSMET,True,8862.53,590.804,15.000795526096644,0.91203,measured,R100_NMP:ansmet_mfnns_tuning_source:near_current,MFANNS/simulator/memory/20260605/001_gt100_ansmet_mfnns_nq1000_recall09/logs_tune_round17_pubmed_ansmet_formal/pubmed_raw_ansmet_ef400_q100_stats.yml,,
k100,Recall@100,pubmed,PubMed,PM,ndp_base,NMP-Base,True,7663.114,590.804,12.970653550077522,0.90748,measured,R100_NMP:ndpbase_ndpet_coverage:at_ansmet_ef_latest,MFANNS/simulator/memory/20260611/026_gt100_missing_ndpbase_ndpet_coverage/logs/pubmed_raw_ndp_base_ansmetef400_q100_stats.yml,,
k100,Recall@100,pubmed,PubMed,PM,ndp_fpma,NMP-FPMA/FPSA,True,7663.114,590.804,12.970653550077522,0.90748,derived_copy_no_direct_test,R100_NMP:ndpbase_ndpet_coverage:at_ansmet_ef_latest;copied_from=ndp_base,MFANNS/simulator/memory/20260611/026_gt100_missing_ndpbase_ndpet_coverage/logs/pubmed_raw_ndp_base_ansmetef400_q100_stats.yml,,copied_from=ndp_base
k100,Recall@100,pubmed,PubMed,PM,ndp_et,NMP-FPSA-ET,True,15454.458,590.804,26.15835031584079,0.9014,measured,R100_NMP:ndpbase_ndpet_coverage:at_mfnns_best_latest,MFANNS/simulator/memory/20260611/026_gt100_missing_ndpbase_ndpet_coverage/logs/pubmed_raw_ndp_et_mfnns_near_target_ef400_q800_stats.yml,,
k100,Recall@100,pubmed,PubMed,PM,mfnns,MFNNS,True,17108.613,590.804,28.958187486882284,0.9012,measured,R100_NMP:formal_7dataset_best:near_current,MFANNS/simulator/memory/20260605/001_gt100_ansmet_mfnns_nq1000_recall09/logs_tune_round9_pubmed_formal/pubmed_raw_mfnns_ef400_q800_stats.yml,,
