top_k,top_k_label,dataset_key,dataset_label,dataset_short,design,design_label,plot_included,qps,cpu_qps,qps_speedup_vs_cpu,recall,data_status,source,stats_ref,run_ref,note
k10,Recall@10,deep10m,Deep10M,DP,ndp_et,NMP-FPSA-ET,True,1485197.2249089852,131633.6359480929,11.282809399070636,0.8773,measured,sim,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/logs/deep10m_normalized_ndp_et_stats.yml,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/runs/formal_submit/04_deep10m_normalized_ndp_et/slurm-9624219.out,
k10,Recall@10,deep10m,Deep10M,DP,mfnns,MFNNS,True,2024680.8596794931,131633.6359480929,15.38118160374971,0.8773,measured,sim,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/logs/deep10m_normalized_mfnns_stats.yml,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/runs/formal_submit/06_deep10m_normalized_mfnns/slurm-9624221.out,
k10,Recall@10,glove2m,GloVe2M,GV,cpu,CPU,True,680.5246745430442,680.5246745430442,1.0,0.9007,measured,sim,MFANNS/simulator/memory/20260330/eight_config_k10_nq1000_failed_only_npq100_t48h/logs/glove2m_normalized_cpu_stats.yml,MFANNS/simulator/memory/20260330/eight_config_k10_nq1000_failed_only_npq100_t48h/runs/formal_submit/01_glove2m_normalized_cpu/slurm-9618283.out,
k10,Recall@10,glove2m,GloVe2M,GV,gpu_cagra,CAGRA,True,22652.981249525645,680.5246745430442,33.28752372533233,0.9135999999999974,external_measurement,gpu,,MFANNS/gpu_cagra/gpu_ada_6000,
k10,Recall@10,glove2m,GloVe2M,GV,bang,BANG,True,11634.2,2974.95,3.911,0.9091,external_measurement,BANG:tuning_004,,,uses supplied BANG speedup
k10,Recall@10,glove2m,GloVe2M,GV,ansmet,ANSMET,True,11775.787648948442,680.5246745430442,17.3039833667392,0.9006,measured,sim,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/logs/glove2m_normalized_ansmet_stats.yml,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/runs/formal_submit/07_glove2m_normalized_ansmet/slurm-9624222.out,
k10,Recall@10,glove2m,GloVe2M,GV,ndp_base,NMP-Base,True,8375.669814093319,680.5246745430442,12.307665140455603,0.8993,measured,sim,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/logs/glove2m_normalized_ndp_base_stats.yml,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/runs/formal_submit/08_glove2m_normalized_ndp_base/slurm-9624223.out,
k10,Recall@10,glove2m,GloVe2M,GV,ndp_fpma,NMP-FPMA/FPSA,True,8375.669814093319,680.5246745430442,12.307665140455603,0.8993,derived_copy_no_direct_test,sim;copied_from=ndp_base,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/logs/glove2m_normalized_ndp_base_stats.yml,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/runs/formal_submit/08_glove2m_normalized_ndp_base/slurm-9624223.out,copied_from=ndp_base
k10,Recall@10,glove2m,GloVe2M,GV,ndp_et,NMP-FPSA-ET,True,23132.774045829457,680.5246745430442,33.992557376942365,0.8985,measured,sim,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/logs/glove2m_normalized_ndp_et_stats.yml,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/runs/formal_submit/10_glove2m_normalized_ndp_et/slurm-9624225.out,
k10,Recall@10,glove2m,GloVe2M,GV,mfnns,MFNNS,True,24281.75799239882,680.5246745430442,35.680936931057545,0.8985,measured,sim,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/logs/glove2m_normalized_mfnns_stats.yml,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/runs/formal_submit/12_glove2m_normalized_mfnns/slurm-9624227.out,
k10,Recall@10,sift1m,SIFT1M,SF,cpu,CPU,True,155607.99545002222,155607.99545002222,1.0,0.9046,measured,sim,MFANNS/simulator/memory/20260329/eight_config_k10_nq1000/logs/sift1m_normalized_cpu_stats.yml,MFANNS/simulator/memory/20260329/eight_config_k10_nq1000/runs/formal_submit/13_sift1m_normalized_cpu/slurm-9615122.out,
k10,Recall@10,sift1m,SIFT1M,SF,gpu_cagra,CAGRA,True,504396.5936124024,155607.99545002222,3.2414567911737104,0.8828999999999958,external_measurement,gpu,,MFANNS/gpu_cagra/gpu_ada_6000,
k10,Recall@10,sift1m,SIFT1M,SF,bang,BANG,True,83333.33,47777.78,1.744,0.939,external_measurement,BANG:tuning_004,,,uses supplied BANG speedup
k10,Recall@10,sift1m,SIFT1M,SF,ansmet,ANSMET,True,1716281.504492367,155607.99545002222,11.029520041877268,0.904,measured,sim,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/logs/sift1m_normalized_ansmet_stats.yml,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/runs/formal_submit/13_sift1m_normalized_ansmet/slurm-9624228.out,
k10,Recall@10,sift1m,SIFT1M,SF,ndp_base,NMP-Base,True,1701497.7433886179,155607.99545002222,10.93451360560133,0.901,measured,sim,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/logs/sift1m_normalized_ndp_base_stats.yml,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/runs/formal_submit/14_sift1m_normalized_ndp_base/slurm-9624229.out,
k10,Recall@10,sift1m,SIFT1M,SF,ndp_fpma,NMP-FPMA/FPSA,True,1701497.7433886179,155607.99545002222,10.93451360560133,0.901,derived_copy_no_direct_test,sim;copied_from=ndp_base,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/logs/sift1m_normalized_ndp_base_stats.yml,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/runs/formal_submit/14_sift1m_normalized_ndp_base/slurm-9624229.out,copied_from=ndp_base
k10,Recall@10,sift1m,SIFT1M,SF,ndp_et,NMP-FPSA-ET,True,1723584.4524064471,155607.99545002222,11.076451742867054,0.8927,measured,sim,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/logs/sift1m_normalized_ndp_et_stats.yml,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/runs/formal_submit/16_sift1m_normalized_ndp_et/slurm-9624231.out,
k10,Recall@10,sift1m,SIFT1M,SF,mfnns,MFNNS,True,2156194.747509595,155607.99545002222,13.856580706369398,0.8927,measured,sim,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/logs/sift1m_normalized_mfnns_stats.yml,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/runs/formal_submit/18_sift1m_normalized_mfnns/slurm-9624233.out,
k10,Recall@10,t2i1m,T2I1M,T2I,cpu,CPU,True,42872.18180606068,42872.18180606068,1.0,0.8794,measured,sim,MFANNS/simulator/memory/20260329/eight_config_k10_nq1000/logs/t2i1m_normalized_cpu_stats.yml,MFANNS/simulator/memory/20260329/eight_config_k10_nq1000/runs/formal_submit/19_t2i1m_normalized_cpu/slurm-9615128.out,
k10,Recall@10,t2i1m,T2I1M,T2I,gpu_cagra,CAGRA,True,478490.53585902206,42872.18180606068,11.160862725007842,0.9089999999999969,external_measurement,gpu,,MFANNS/gpu_cagra/gpu_ada_6000,
k10,Recall@10,t2i1m,T2I1M,T2I,bang,BANG,True,69047.62,69047.62,1.0,0.9386,external_measurement,BANG:r16_baseline_002,,,uses supplied BANG speedup
k10,Recall@10,t2i1m,T2I1M,T2I,ansmet,ANSMET,True,525477.7906811768,42872.18180606068,12.256847413510734,0.877,measured,sim,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/logs/t2i1m_normalized_ansmet_stats.yml,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/runs/formal_submit/19_t2i1m_normalized_ansmet/slurm-9624234.out,
k10,Recall@10,t2i1m,T2I1M,T2I,ndp_base,NMP-Base,True,464704.52924269426,42872.18180606068,10.839302075757681,0.8763,measured,sim,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/logs/t2i1m_normalized_ndp_base_stats.yml,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/runs/formal_submit/20_t2i1m_normalized_ndp_base/slurm-9624235.out,
k10,Recall@10,t2i1m,T2I1M,T2I,ndp_fpma,NMP-FPMA/FPSA,True,464704.52924269426,42872.18180606068,10.839302075757681,0.8763,derived_copy_no_direct_test,sim;copied_from=ndp_base,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/logs/t2i1m_normalized_ndp_base_stats.yml,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/runs/formal_submit/20_t2i1m_normalized_ndp_base/slurm-9624235.out,copied_from=ndp_base
k10,Recall@10,t2i1m,T2I1M,T2I,ndp_et,NMP-FPSA-ET,True,863721.9506296533,42872.18180606068,20.146442617192672,0.869,measured,sim,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/logs/t2i1m_normalized_ndp_et_stats.yml,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/runs/formal_submit/22_t2i1m_normalized_ndp_et/slurm-9624237.out,
k10,Recall@10,t2i1m,T2I1M,T2I,mfnns,MFNNS,True,947868.4216450494,42872.18180606068,22.109171535353322,0.869,measured,sim,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/logs/t2i1m_normalized_mfnns_stats.yml,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/runs/formal_submit/24_t2i1m_normalized_mfnns/slurm-9624239.out,
k10,Recall@10,w2v1m,W2V1M,W2V,cpu,CPU,True,26067.697027148595,26067.697027148595,1.0,0.9211,measured,sim,MFANNS/simulator/memory/20260329/eight_config_k10_nq1000/logs/w2v1m_normalized_cpu_stats.yml,MFANNS/simulator/memory/20260329/eight_config_k10_nq1000/runs/formal_submit/25_w2v1m_normalized_cpu/slurm-9615134.out,
k10,Recall@10,w2v1m,W2V1M,W2V,gpu_cagra,CAGRA,True,269189.1417967638,26067.697027148595,10.326540987353534,0.9087999999999968,external_measurement,gpu,,MFANNS/gpu_cagra/gpu_ada_6000,
k10,Recall@10,w2v1m,W2V1M,W2V,bang,BANG,True,27863.78,24390.24,1.142,0.9319,external_measurement,BANG:tuning_004,,,uses supplied BANG speedup
k10,Recall@10,w2v1m,W2V1M,W2V,ansmet,ANSMET,True,363599.34261238854,26067.697027148595,13.948272539523247,0.9205,measured,sim,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/logs/w2v1m_normalized_ansmet_stats.yml,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/runs/formal_submit/25_w2v1m_normalized_ansmet/slurm-9624240.out,
k10,Recall@10,w2v1m,W2V1M,W2V,ndp_base,NMP-Base,True,294694.6852550251,26067.697027148595,11.30497584608686,0.9195,measured,sim,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/logs/w2v1m_normalized_ndp_base_stats.yml,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/runs/formal_submit/26_w2v1m_normalized_ndp_base/slurm-9624241.out,
k10,Recall@10,w2v1m,W2V1M,W2V,ndp_fpma,NMP-FPMA/FPSA,True,294694.6852550251,26067.697027148595,11.30497584608686,0.9195,derived_copy_no_direct_test,sim;copied_from=ndp_base,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/logs/w2v1m_normalized_ndp_base_stats.yml,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/runs/formal_submit/26_w2v1m_normalized_ndp_base/slurm-9624241.out,copied_from=ndp_base
k10,Recall@10,w2v1m,W2V1M,W2V,ndp_et,NMP-FPSA-ET,True,635135.3711651717,26067.697027148595,24.364843986935266,0.9113,measured,sim,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/logs/w2v1m_normalized_ndp_et_stats.yml,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/runs/formal_submit/28_w2v1m_normalized_ndp_et/slurm-9624243.out,
k10,Recall@10,w2v1m,W2V1M,W2V,mfnns,MFNNS,True,697578.7043173146,26067.697027148595,26.76027359036783,0.9113,measured,sim,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/logs/w2v1m_normalized_mfnns_stats.yml,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/runs/formal_submit/30_w2v1m_normalized_mfnns/slurm-9624245.out,
k10,Recall@10,wiki1m,Wiki1M,WK,cpu,CPU,True,19865.301337749257,19865.301337749257,1.0,0.8896,measured,sim,MFANNS/simulator/memory/20260329/eight_config_k10_nq1000/logs/wiki1m_normalized_cpu_stats.yml,MFANNS/simulator/memory/20260329/eight_config_k10_nq1000/runs/formal_submit/31_wiki1m_normalized_cpu/slurm-9615140.out,
k10,Recall@10,wiki1m,Wiki1M,WK,gpu_cagra,CAGRA,True,310459.215396003,19865.301337749257,15.628215757595857,0.9199999999999969,external_measurement,gpu,,MFANNS/gpu_cagra/gpu_ada_6000,
k10,Recall@10,wiki1m,Wiki1M,WK,bang,BANG,True,20238.1,20238.1,1.0,0.9339,external_measurement,BANG:r16_baseline_002,,,uses supplied BANG speedup
k10,Recall@10,wiki1m,Wiki1M,WK,ansmet,ANSMET,True,244538.08894706177,19865.301337749257,12.309810195648812,0.8914,measured,sim,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/logs/wiki1m_normalized_ansmet_stats.yml,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/runs/formal_submit/31_wiki1m_normalized_ansmet/slurm-9624246.out,
k10,Recall@10,wiki1m,Wiki1M,WK,ndp_base,NMP-Base,True,219943.42505249087,19865.301337749257,11.07173867202009,0.8915,measured,sim,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/logs/wiki1m_normalized_ndp_base_stats.yml,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/runs/formal_submit/32_wiki1m_normalized_ndp_base/slurm-9624247.out,
k10,Recall@10,wiki1m,Wiki1M,WK,ndp_fpma,NMP-FPMA/FPSA,True,219943.42505249087,19865.301337749257,11.07173867202009,0.8915,derived_copy_no_direct_test,sim;copied_from=ndp_base,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/logs/wiki1m_normalized_ndp_base_stats.yml,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/runs/formal_submit/32_wiki1m_normalized_ndp_base/slurm-9624247.out,copied_from=ndp_base
k10,Recall@10,wiki1m,Wiki1M,WK,ndp_et,NMP-FPSA-ET,True,333876.0209824385,19865.301337749257,16.806995036515602,0.8949,measured,sim,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/logs/wiki1m_normalized_ndp_et_stats.yml,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/runs/formal_submit/34_wiki1m_normalized_ndp_et/slurm-9624249.out,
k10,Recall@10,wiki1m,Wiki1M,WK,mfnns,MFNNS,True,392826.20779327914,19865.301337749257,19.77449025889211,0.8949,measured,sim,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/logs/wiki1m_normalized_mfnns_stats.yml,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/runs/formal_submit/36_wiki1m_normalized_mfnns/slurm-9624251.out,
k10,Recall@10,pubmed,PubMed,PM,cpu,CPU,True,966.4099470720345,966.4099470720345,1.0,0.9016,measured,sim,MFANNS/simulator/memory/20260330/eight_config_k10_nq1000_failed_only_npq100_t48h/logs/pubmed_raw_cpu_stats.yml,MFANNS/simulator/memory/20260330/eight_config_k10_nq1000_failed_only_npq100_t48h/runs/formal_submit/04_pubmed_raw_cpu/slurm-9618286.out,
k10,Recall@10,pubmed,PubMed,PM,gpu_cagra,CAGRA,True,19111.671509397303,966.4099470720345,19.77594660247506,0.9049999999999966,external_measurement,gpu,,MFANNS/gpu_cagra/gpu_ada_6000,
k10,Recall@10,pubmed,PubMed,PM,bang,BANG,True,24404.76,19607.84,1.245,0.9145,external_measurement,BANG:tuning_004,,,uses supplied BANG speedup
k10,Recall@10,pubmed,PubMed,PM,ansmet,ANSMET,True,14628.391139919939,966.4099470720345,15.136838340954665,0.9029,measured,sim,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/logs/pubmed_raw_ansmet_stats.yml,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/runs/formal_submit/43_pubmed_raw_ansmet/slurm-9624258.out,
k10,Recall@10,pubmed,PubMed,PM,ndp_base,NMP-Base,True,12627.10981445425,966.4099470720345,13.06599735724062,0.8921,measured,sim,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/logs/pubmed_raw_ndp_base_stats.yml,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/runs/formal_submit/44_pubmed_raw_ndp_base/slurm-9624259.out,
k10,Recall@10,pubmed,PubMed,PM,ndp_fpma,NMP-FPMA/FPSA,True,12627.10981445425,966.4099470720345,13.06599735724062,0.8921,derived_copy_no_direct_test,sim;copied_from=ndp_base,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/logs/pubmed_raw_ndp_base_stats.yml,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/runs/formal_submit/44_pubmed_raw_ndp_base/slurm-9624259.out,copied_from=ndp_base
k10,Recall@10,pubmed,PubMed,PM,ndp_et,NMP-FPSA-ET,True,20976.784494401414,966.4099470720345,21.705886366293623,0.902,measured,sim,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/logs/pubmed_raw_ndp_et_stats.yml,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/runs/formal_submit/46_pubmed_raw_ndp_et/slurm-9624261.out,
k10,Recall@10,pubmed,PubMed,PM,mfnns,MFNNS,True,23532.371306461955,966.4099470720345,24.35029914350405,0.902,measured,sim,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/logs/pubmed_raw_mfnns_stats.yml,MFANNS/simulator/memory/20260331/eight_config_k10_nq1000_noncpu_ndpfpma_nfmac16_emb017_stdfp16_finalize40_12/runs/formal_submit/48_pubmed_raw_mfnns/slurm-9624263.out,
k100,Recall@100,deep10m,Deep10M,DP,cpu,CPU,True,12995.415,12995.415,1.0,0.9036,measured,R100_NMP:cpu_mfnns_ndpet_ansmet_ef:at_ansmet_ef,MFANNS/simulator/memory/20260609/002_gt100_cpu_mfnns_ndpet_same_ansmet_ef_nq1000/logs/deep10m_normalized_cpu_ef91_stats.yml,,
k100,Recall@100,deep10m,Deep10M,DP,gpu_cagra,CAGRA,True,504921.12,12995.415,38.85378958655802,0.9039,external_measurement,CAGRA_R100:006/selected_final.csv,,,
k100,Recall@100,deep10m,Deep10M,DP,bang,BANG,True,28571.43,12028.24,2.375,0.9065,external_measurement,BANG:tuning_004,,,uses supplied BANG speedup
k100,Recall@100,deep10m,Deep10M,DP,ansmet,ANSMET,True,251276.09,12995.415,19.33574957013685,0.90359,measured,R100_NMP:ansmet_mfnns_tuning_source:near_current,MFANNS/simulator/memory/20260605/001_gt100_ansmet_mfnns_nq1000_recall09/logs_round47_ansmet_fine_after_sample/deep10m_normalized_ansmet_ef91_q100_pre32_stats.yml,,
k100,Recall@100,deep10m,Deep10M,DP,ndp_base,NMP-Base,True,154631.234,12995.415,11.898906960647274,0.96462,measured,R100_NMP:ndpbase_ndpet_coverage:at_ansmet_ef_latest,MFANNS/simulator/memory/20260611/026_gt100_missing_ndpbase_ndpet_coverage/logs/deep10m_normalized_ndp_base_ansmetef91_q100_stats.yml,,
k100,Recall@100,deep10m,Deep10M,DP,ndp_fpma,NMP-FPMA/FPSA,True,154631.234,12995.415,11.898906960647274,0.96462,derived_copy_no_direct_test,R100_NMP:ndpbase_ndpet_coverage:at_ansmet_ef_latest;copied_from=ndp_base,MFANNS/simulator/memory/20260611/026_gt100_missing_ndpbase_ndpet_coverage/logs/deep10m_normalized_ndp_base_ansmetef91_q100_stats.yml,,copied_from=ndp_base
k100,Recall@100,deep10m,Deep10M,DP,ndp_et,NMP-FPSA-ET,True,911033.066,12995.415,70.10419182457812,0.8923,measured,R100_NMP:ndpbase_ndpet_coverage:at_mfnns_best_latest,MFANNS/simulator/memory/20260611/026_gt100_missing_ndpbase_ndpet_coverage/logs/deep10m_normalized_ndp_et_mfnns_near_target_ef35_q200_stats.yml,,
k100,Recall@100,deep10m,Deep10M,DP,mfnns,MFNNS,True,921686.594,12995.415,70.92398311250545,0.8923,measured,R100_NMP:formal_7dataset_best:near_current,MFANNS/simulator/memory/20260611/021_deep_t2i_edge_formal_nq1000/logs/deep10m_normalized_mfnns_edge_nq1000_ef35_q200_stats.yml,,
k100,Recall@100,glove2m,GloVe2M,GV,cpu,CPU,True,281.775,281.775,1.0,0.90464,measured,R100_NMP:cpu_mfnns_ndpet_ansmet_ef:at_ansmet_ef,MFANNS/simulator/memory/20260609/002_gt100_cpu_mfnns_ndpet_same_ansmet_ef_nq1000/logs/glove2m_normalized_cpu_ef1500_stats.yml,,
k100,Recall@100,glove2m,GloVe2M,GV,gpu_cagra,CAGRA,True,8738.64,281.775,31.012829385147725,0.90766,external_measurement,CAGRA_R100:011/selected_final.csv,,,
k100,Recall@100,glove2m,GloVe2M,GV,bang,BANG,True,3153.66,281.775,11.192,0.9062,external_measurement,BANG:tuning_004,,,uses supplied BANG speedup
k100,Recall@100,glove2m,GloVe2M,GV,ansmet,ANSMET,True,4628.689,281.775,16.426897347174165,0.90447,measured,R100_NMP:ansmet_mfnns_tuning_source:near_current,MFANNS/simulator/memory/20260605/001_gt100_ansmet_mfnns_nq1000_recall09/logs_tune_round23_glove_formal_refine/glove2m_normalized_ansmet_ef1500_q100_stats.yml,,
k100,Recall@100,glove2m,GloVe2M,GV,ndp_base,NMP-Base,True,3418.924211,281.775,12.133525724425517,0.90294,measured,R100_NMP:ndpbase_ndpet_coverage:at_ansmet_ef_latest,MFANNS/simulator/memory/20260611/026_gt100_missing_ndpbase_ndpet_coverage/logs/glove2m_normalized_ndp_base_ansmetef1500_q100_stats.yml,,
k100,Recall@100,glove2m,GloVe2M,GV,ndp_fpma,NMP-FPMA/FPSA,True,3418.924211,281.775,12.133525724425517,0.90294,derived_copy_no_direct_test,R100_NMP:ndpbase_ndpet_coverage:at_ansmet_ef_latest;copied_from=ndp_base,MFANNS/simulator/memory/20260611/026_gt100_missing_ndpbase_ndpet_coverage/logs/glove2m_normalized_ndp_base_ansmetef1500_q100_stats.yml,,copied_from=ndp_base
k100,Recall@100,glove2m,GloVe2M,GV,ndp_et,NMP-FPSA-ET,True,11628.417,281.775,41.26844822997072,0.89323,measured,R100_NMP:ndpbase_ndpet_coverage:at_mfnns_best_latest,MFANNS/simulator/memory/20260611/026_gt100_missing_ndpbase_ndpet_coverage/logs/glove2m_normalized_ndp_et_mfnns_near_target_ef1200_q1800_stats.yml,,
k100,Recall@100,glove2m,GloVe2M,GV,mfnns,MFNNS,True,11704.761,281.775,41.539387809422415,0.89324,measured,R100_NMP:formal_7dataset_best:near_current,MFANNS/simulator/memory/20260605/001_gt100_ansmet_mfnns_nq1000_recall09/logs_tune_round16_glove_formal_refine/glove2m_normalized_mfnns_ef1200_q1800_stats.yml,,
k100,Recall@100,sift1m,SIFT1M,SF,cpu,CPU,True,13560.879,13560.879,1.0,0.8999,measured,R100_NMP:cpu_mfnns_ndpet_ansmet_ef:at_ansmet_ef,MFANNS/simulator/memory/20260609/002_gt100_cpu_mfnns_ndpet_same_ansmet_ef_nq1000/logs/sift1m_normalized_cpu_ef90_stats.yml,,
k100,Recall@100,sift1m,SIFT1M,SF,gpu_cagra,CAGRA,True,246520.75,13560.879,18.178817907010306,0.98672,external_measurement,CAGRA_R100:005/summary.csv,,,
